strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc
random_200,158,0.06135858799139929,0.08656723857890247,33.172996198256484,17.02234175008464,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.9115494736662181
fscs_200,158,0.06135858799139929,0.08656723857890247,33.172996198256484,17.02234175008464,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.9115494736662181
fscs_150,158,0.07001662516556015,0.09524989760550731,32.55212656721666,17.025291427513757,0.8481012658227848,0.689873417721519,0.5506329113924051,0.9096159799617246
feature_diverse_150,158,0.07018312747916997,0.09198204773030136,34.97249320845167,19.124602612375497,0.8544303797468354,0.7278481012658228,0.5759493670886076,0.901499204852962
random_150,158,0.07029516485292278,0.10049985726715795,31.794311717516855,16.72847552545519,0.8481012658227848,0.689873417721519,0.5443037974683544,0.9108836231772537
spatial_thin_100_cap150,158,0.07693617085422327,0.1117160647250039,37.93053205842715,20.499585288964838,0.9240506329113924,0.7658227848101266,0.6392405063291139,0.8943835089609735
spatial_thin_150_cap150,158,0.07971062831205836,0.12174805177197687,39.64040571086989,22.51776542562213,0.930379746835443,0.7974683544303798,0.6582278481012658,0.8856663716780996
hybrid_150_diverse_150,158,0.08025927791498913,0.11922333458281675,39.60815484449454,23.18407114082634,0.9430379746835443,0.7974683544303798,0.6582278481012658,0.8854912269930878
fscs_100,158,0.08327913173875792,0.11355535503159675,28.590914570316393,16.717219454655467,0.8417721518987342,0.6645569620253164,0.46835443037974683,0.9105407106232976
feature_diverse_100,158,0.08394841500319891,0.10865197209087835,31.803096751907802,18.848209701415648,0.8670886075949367,0.7215189873417721,0.5379746835443038,0.8834284049030604
spatial_thin_100_cap100,158,0.08494625180741133,0.1231650891418541,33.406436329728805,20.421478406796602,0.9177215189873418,0.7531645569620253,0.6075949367088608,0.8992062332869402
random_100,158,0.08550921674713724,0.12454415928938363,28.567527353122088,15.74172923140274,0.8417721518987342,0.6645569620253164,0.46835443037974683,0.9088280283608396
spatial_thin_150_cap100,158,0.08769135425131278,0.13688737785071756,37.80016281293554,22.975511941908966,0.930379746835443,0.8037974683544303,0.6518987341772152,0.8931102303783371
hybrid_150_diverse_100,158,0.09140769660302908,0.130706214497778,38.87088756724667,22.992262827318463,0.9367088607594937,0.8037974683544303,0.6582278481012658,0.8739789111143744
spatial_thin_250_cap150,158,0.10100857385076092,0.1491037878245587,43.19405402719356,25.06932714859682,0.9430379746835443,0.8291139240506329,0.6708860759493671,0.874452229439892
spatial_thin_250_cap100,158,0.10163058482062112,0.15845050005398978,42.30034905002027,25.156169461451466,0.9430379746835443,0.8227848101265823,0.6772151898734177,0.8757413070281544
hybrid_300_diverse_100,158,0.10766947720238365,0.1626020498449283,42.23915040820731,24.3679571337868,0.9430379746835443,0.8227848101265823,0.6708860759493671,0.8667634418718433
spatial_thin_300_cap100,158,0.10772862852008466,0.16113453271066208,41.94661945090547,25.876000056974718,0.9367088607594937,0.8164556962025317,0.6645569620253164,0.86895871597886
feature_diverse_60,158,0.10811880459568449,0.13923234282929814,26.779215272974945,17.422616327923706,0.8734177215189873,0.689873417721519,0.4240506329113924,0.8600799484591145
fscs_60,158,0.10826073219835114,0.15534614538521424,25.13082402194759,14.382080063295591,0.8291139240506329,0.6455696202531646,0.3291139240506329,0.905198652726593
spatial_thin_300_cap150,158,0.11028809855933011,0.16217071406785993,41.62773320795,25.212272350826517,0.9430379746835443,0.8227848101265823,0.6772151898734177,0.868126491864098
hybrid_300_diverse_150,158,0.11028809855933011,0.16217071406785993,41.62773320795,25.212272350826517,0.9430379746835443,0.8227848101265823,0.6772151898734177,0.868126491864098
random_60,158,0.11032877201477614,0.1494532806711442,24.48544538394039,13.729878121566548,0.8227848101265823,0.6265822784810127,0.3227848101265823,0.9102728262030657
spatial_thin_100_cap60,158,0.11212177722504282,0.1543458158993083,27.75819633295234,18.64623874363963,0.9177215189873418,0.7215189873417721,0.4240506329113924,0.8990899315614068
spatial_thin_150_cap60,158,0.11403755239543825,0.154621901082155,31.181153991293172,21.024164049936097,0.930379746835443,0.7784810126582279,0.5316455696202531,0.8934392845839134
spatial_thin_250_cap60,158,0.11670859706396486,0.17406943064278366,38.18005589075274,25.667952015997162,0.9430379746835443,0.8164556962025317,0.6582278481012658,0.8731397954979496
spatial_thin_300_cap60,158,0.12196699672664454,0.17349717266201894,41.28247498306911,25.145912580540944,0.9430379746835443,0.8227848101265823,0.6772151898734177,0.8756023167585671
random_40,158,0.12680452266198378,0.18808032376790915,20.042962783716447,12.826824774319087,0.8164556962025317,0.5063291139240507,0.012658227848101266,0.9074094946723281
