strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,mask,corr_range_m
hybrid_150_diverse_150,158,0.079171441126175,0.1265510532968618,87.44996069849586,54.76886163778098,0.981012658227848,0.9367088607594936,0.879746835443038,0.8850139648026975,mask_off,150
spatial_thin_150_cap150,158,0.0823666782993393,0.1276655563609426,85.53889630342155,53.41361609642284,0.981012658227848,0.9367088607594936,0.879746835443038,0.884486140083752,mask_off,150
feature_diverse_100,158,0.0839430035316321,0.1104770003203906,61.42725317865192,39.7630731275521,0.9430379746835444,0.8924050632911392,0.8227848101265823,0.883278765422208,mask_off,150
random_100,158,0.0844481732965202,0.1196082223826933,55.13263043206248,35.25953887745501,0.9367088607594936,0.8670886075949367,0.7848101265822784,0.9083628665278,mask_off,150
fscs_100,158,0.0872266727990822,0.1164670717610807,57.144425309111554,36.2981669725798,0.9367088607594936,0.8670886075949367,0.7974683544303798,0.9078238703733376,mask_off,150
spatial_thin_100_cap100,158,0.089218885828494,0.1286715561286095,69.0748281754148,52.44661987327983,0.9746835443037974,0.930379746835443,0.8734177215189873,0.8958081802526902,mask_off,150
spatial_thin_150_cap100,158,0.0917735396849638,0.1325386366202106,80.18370822061658,53.63720354847956,0.981012658227848,0.930379746835443,0.879746835443038,0.8885022209382358,mask_off,150
hybrid_150_diverse_100,158,0.0926838767953255,0.1284381822691023,80.16462456298103,55.65158895326508,0.981012658227848,0.930379746835443,0.879746835443038,0.8726603879698135,mask_off,150
spatial_thin_250_cap150,158,0.0975120562809171,0.1493221094133254,68.20857859785389,41.5550306204229,0.9620253164556962,0.9113924050632912,0.8291139240506329,0.8719221812733811,mask_off,150
spatial_thin_250_cap100,158,0.099577042554973,0.1516077382782036,69.06371717298876,41.59378534247443,0.9683544303797468,0.9113924050632912,0.8291139240506329,0.8742813592257844,mask_off,150
hybrid_300_diverse_150,158,0.1042986055417774,0.1600420934962754,58.676509653349626,35.99611088716446,0.9493670886075948,0.8670886075949367,0.8037974683544303,0.8698258261812597,mask_off,150
spatial_thin_300_cap150,158,0.1042986055417774,0.1600420934962754,58.676509653349626,35.99611088716446,0.9493670886075948,0.8670886075949367,0.8037974683544303,0.8698258261812597,mask_off,150
