strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss,mask,corr_range_m
spatial_thin_100_cap100,158,0.0785216524567005,0.1566651418619885,68.6650050788746,51.84637461639457,0.981012658227848,0.930379746835443,0.8734177215189873,0.8977612452756296,0,0.0787249894128236,66.86161364429427,0.5065996590052286,90,0.078086793338252,72.40771096314771,0.4473409626963839,68,on,150
spatial_thin_150_cap100,158,0.0795901989522558,0.1552422732786595,80.19728585973752,53.99492734449015,0.981012658227848,0.9367088607594936,0.879746835443038,0.8891243199950006,0,0.0791753716585421,78.29120964702807,0.5128564383410119,90,0.0796218243421538,82.69947149043789,0.4666275147746596,68,on,150
spatial_thin_250_cap150,158,0.0807193125659326,0.17708266920872,68.60516101788832,42.92038703911214,0.9620253164556962,0.9050632911392406,0.8291139240506329,0.8744173631456421,0,0.0807368202980046,64.56716402784409,0.5104018034041955,90,0.0801428134738102,77.61538748611365,0.4676916309315978,68,on,150
hybrid_150_diverse_100,158,0.0820616168723852,0.1450611213033608,81.39132988199069,53.84004966781431,0.981012658227848,0.9430379746835444,0.879746835443038,0.8742372594666842,0,0.0820854271786237,78.47396393283032,0.5142783095851355,90,0.0816239569760635,84.24524856968804,0.4345216114082048,68,on,150
spatial_thin_250_cap100,158,0.0855755794080751,0.1770838887444859,69.34243277166166,43.5068665370503,0.9620253164556962,0.9050632911392406,0.8291139240506329,0.8751619093767767,0,0.0853245912425369,64.8538745498756,0.5121979262857153,90,0.0858849207966687,78.03032689717497,0.4610595403537842,68,on,150
hybrid_300_diverse_100,158,0.0930573981306589,0.1930281155418423,58.04905825251885,35.085242261157035,0.9556962025316456,0.8734177215189873,0.8037974683544303,0.8672872395199185,0,0.0930214094110162,53.16179205846613,0.5211578614523527,90,0.0931009910967817,64.04206237559555,0.466359457081926,68,on,150
spatial_thin_300_cap100,158,0.0937018409960953,0.1895539650988995,58.59529521238317,35.04079791407612,0.9556962025316456,0.8734177215189873,0.810126582278481,0.8697439510051633,0,0.095593883757711,54.66897080611132,0.5131403654730478,90,0.0901646875358277,65.11179837667409,0.455681930858651,68,on,150
spatial_thin_300_cap150,158,0.0939481463119572,0.1960068670678008,58.17633150716044,35.73418745339398,0.9556962025316456,0.8607594936708861,0.810126582278481,0.8704638055908507,0,0.0973344406724309,54.10039182863858,0.5142247217099545,90,0.0887939326880817,64.52938769929327,0.4561664307388672,68,on,150
hybrid_300_diverse_150,158,0.0939481463119572,0.1960068670678008,58.17633150716044,35.73418745339398,0.9556962025316456,0.8607594936708861,0.810126582278481,0.8704638055908507,0,0.0973344406724309,54.10039182863858,0.5142247217099545,90,0.0887939326880817,64.52938769929327,0.4561664307388672,68,on,150
fscs_60,158,0.0944342415935813,0.1777931753888757,43.22660689319439,29.042569056925245,0.930379746835443,0.8544303797468354,0.740506329113924,0.9044887972013032,0,0.0929351438888752,40.5259346889358,0.5191392719124419,90,0.0965358331412491,45.54275932843714,0.4670777160033922,68,on,150
random_60,158,0.0966024778430126,0.1597169096980998,40.354348714915446,26.92377961141005,0.9430379746835444,0.8481012658227848,0.7215189873417721,0.90899459666364,0,0.0934632529013733,38.1879674136937,0.5256508612868588,90,0.0988298304574732,43.15304575044263,0.4565319598805796,68,on,150
feature_diverse_60,158,0.1004778236395481,0.1406646462049927,43.89271722636752,33.19199359810575,0.9430379746835444,0.8924050632911392,0.7974683544303798,0.8595189183535402,0,0.1004778236395481,38.984588502883824,0.522656864175717,90,0.1005163763924208,46.74052986313782,0.4005718843824846,68,on,150
spatial_thin_150_cap60,158,0.1009291502400427,0.1996165372573729,52.78978079431348,46.30266490295828,0.981012658227848,0.9367088607594936,0.879746835443038,0.8914612429464109,0,0.0949996411501205,51.73190392130538,0.5044594593749441,90,0.1051646654291276,53.78800796718004,0.4705760976298871,68,on,150
spatial_thin_100_cap60,158,0.1032965519866423,0.1861630672462296,48.00231331190234,37.99617312827458,0.981012658227848,0.930379746835443,0.8544303797468354,0.9017105947954518,0,0.1029106840629487,46.573135929805645,0.5148135163884916,90,0.1047305770938255,48.62552366482026,0.4506187280033881,68,on,150
spatial_thin_250_cap60,158,0.1042331964063014,0.2294553514558852,58.56742745796519,43.36468430176638,0.9556962025316456,0.9113924050632912,0.8417721518987342,0.8810763354348181,0,0.1028175456164077,58.22947877622845,0.5079212706392664,90,0.1063735810637702,58.84880109281706,0.4537159084485006,68,on,150
