parent_id,parent_label,dor_median_v2,category_v2,dor_knn,dor_median_v3,category_knn,category_median,dor_change,changed
000000000000000003a5,built_loss,0.3787233533241222,degraded,0.4035624941466396,0.3787233533241222,indistinguishable,degraded,0.02483914082251737,True
000000000000000003b7,built_loss,0.481176483284915,indistinguishable,0.5326091633390402,0.481176483284915,indistinguishable,degraded,0.05143268005412516,False
000000000000000003bf,built_loss,0.5275568349855334,indistinguishable,0.5994028961794254,0.5275568349855334,recovering,indistinguishable,0.07184606119389203,True
000000000000000003d2,built_loss,0.5902530908897715,recovering,0.5265148302608456,0.5902530908897715,indistinguishable,recovering,-0.06373826062892596,True
000000000000000003f8,built_loss,0.2200028781710828,degraded,0.3146477988341558,0.2200028781710828,degraded,degraded,0.09464492066307298,False
000000000000000003fa,built_loss,0.4406429154372163,degraded,0.42226710844469,0.4406429154372163,indistinguishable,degraded,-0.018375806992526278,True
00000000000000000407,built_loss,0.5710881404030977,recovering,0.567965893179851,0.5710881404030977,indistinguishable,recovering,-0.0031222472232467213,True
0000000000000000040f,built_loss,0.5175390120208999,recovering,0.5286678510252397,0.5175390120208999,indistinguishable,recovering,0.011128839004339808,True
00000000000000000426,built_loss,0.5605947020251493,recovering,0.6286284094917065,0.5605947020251493,recovering,recovering,0.06803370746655724,False
0000000000000000042b,built_loss,0.5773600135560975,recovering,0.6230559937888103,0.5773600135560975,recovering,recovering,0.04569598023271282,False
00000000000000000442,built_loss,0.3252001137405086,degraded,0.4261925675295311,0.3252001137405086,indistinguishable,degraded,0.1009924537890225,True
00000000000000000465,built_loss,0.6502428139970662,recovering,0.7040235530299205,0.6502428139970662,recovering,recovering,0.0537807390328543,False
0000000000000000047e,built_loss,0.517086674082226,recovering,0.5022390492275712,0.517086674082226,indistinguishable,indistinguishable,-0.01484762485465474,True
00000000000000000490,built_loss,0.6385259020391865,recovering,0.5553900827966526,0.6385259020391865,indistinguishable,recovering,-0.08313581924253388,True
