strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
random_40,00000000000000000085,built_loss,test_site,40,40,19.821795703450828,5.9511960516002675,5.9511960516002675,0.40362933872671597,0.3298625071674731,0.4844290202962881,0.15456651312881498
random_40,00000000000000000114,built_loss,test_site,40,40,13.369893441478922,11.281643812228277,11.281643812228277,0.6629261196519202,0.6192477491164884,0.7019246881982883,0.08267693908179996
random_40,0000000000000000024c,built_loss,test_site,40,40,17.726828282388528,9.979963218349553,9.979963218349553,0.7044445897377086,0.653709659433176,0.7576616658674984,0.10395200643432234
random_40,00000000000000000375,built_loss,test_site,40,40,12.634893505458125,16.999137577056313,12.634893505458125,0.6451546024039891,0.5459065024461858,0.7293806638367486,0.18347416139056283
random_40,000000000000000004d2,built_loss,test_site,40,40,14.964336719779832,11.36703339744874,11.36703339744874,0.6693575685734966,0.6290418198955261,0.7110344735652363,0.0819926536697102
random_40,000000000000000005bd,built_loss,test_site,40,40,13.06995432451249,3.8874964342537774,3.8874964342537774,0.5455872653811361,0.47799381492280446,0.6189940870119426,0.14100027208913812
random_40,00000000000000000281,crop_loss,test_site,40,40,17.399156938745612,20.765836209892985,17.399156938745612,0.5150192887281106,0.47134178737527377,0.5877566667126555,0.1164148793373817
random_40,000000000000000003a2,crop_loss,test_site,40,40,13.572205205449956,18.097674629403176,13.572205205449956,0.34417788887554296,0.2907783560711098,0.44170452991676923,0.15092617384565943
random_40,00000000000000000001,built_loss,test_site,40,40,18.39903735178859,17.346966643539105,17.346966643539105,0.44980536371790353,0.40640415155782367,0.4875921860855319,0.08118803452770823
random_40,00000000000000000049,built_loss,test_site,40,40,18.999701312591082,3.7275207551148424,3.7275207551148424,0.47567096451905383,0.42216564219580754,0.5204007570075652,0.09823511481175762
random_40,0000000000000000004f,built_loss,test_site,40,40,18.925370303764325,17.00644979081324,17.00644979081324,0.4329046888216412,0.3371754560319296,0.5204824201968814,0.1833069641649518
random_40,0000000000000000005a,built_loss,test_site,40,40,17.162422629055225,13.355470653168473,13.355470653168473,0.45438815388576603,0.41873069534961554,0.4768218091979235,0.05809111384830795
random_40,00000000000000000079,built_loss,test_site,40,40,21.714011860223955,20.324370554886936,20.324370554886936,0.6671656104124227,0.5999209853081104,0.6925004052069286,0.09257941989881813
random_40,00000000000000000087,built_loss,test_site,40,40,19.72931466581792,17.981945642583725,17.981945642583725,0.5555662599941956,0.47439420489444,0.6719960302028946,0.19760182530845455
random_40,000000000000000000a1,built_loss,test_site,40,40,21.64336211853334,5.3560476295604245,5.3560476295604245,0.4258233986624393,0.34361202506029753,0.47111467267889023,0.1275026476185927
random_40,000000000000000000b8,built_loss,test_site,40,40,22.474449358320953,3.9263609784702584,3.9263609784702584,0.46247974041986195,0.36645454658079535,0.5594877325983498,0.19303318601755448
random_40,000000000000000000c0,built_loss,test_site,40,40,16.446173334224152,14.395127800481623,14.395127800481623,0.6344911211525427,0.5619093374109476,0.6697615435719998,0.10785220616105218
random_40,000000000000000000e2,built_loss,test_site,40,40,25.067247024821896,10.644250871148,10.644250871148,0.39691727664856025,0.34327658154980484,0.5347738607373297,0.19149727918752485
random_40,000000000000000000f0,built_loss,test_site,40,40,24.803361652697056,11.059889495225304,11.059889495225304,0.6572082789205532,0.5459552745062355,0.7450790513669784,0.1991237768607429
