strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss
random_200,158,0.053176847809278616,0.09651915041011068,16.932175908278573,8.22857936576349,0.7088607594936709,0.3987341772151899,0.056962025316455694,0.9115494736662181,0,0.05146703691137243,14.90051975970108,0.5214722313810917,90,0.05670972812325148,18.996164364279892,0.46339102647356867,68
fscs_200,158,0.053176847809278616,0.09651915041011068,16.932175908278573,8.22857936576349,0.7088607594936709,0.3987341772151899,0.056962025316455694,0.9115494736662181,0,0.05146703691137243,14.90051975970108,0.5214722313810917,90,0.05670972812325148,18.996164364279892,0.46339102647356867,68
random_150,158,0.06160916818447931,0.11244026018289,16.308333656770227,8.23723043395388,0.7088607594936709,0.34810126582278483,0.0189873417721519,0.9109136887840092,0,0.061222143274952845,14.468793368079709,0.5272863636018372,90,0.06160916818447931,18.939595259567724,0.46656663297615375,68
feature_diverse_150,158,0.06180968432491041,0.10372180091853839,17.327659558311122,8.738969742574163,0.7278481012658228,0.41139240506329117,0.056962025316455694,0.9014748160688102,0,0.060471447572780446,15.737548108352945,0.5271638734782166,90,0.06579948455554668,20.596939057777192,0.45125970187195985,68
fscs_150,158,0.06500777830929644,0.1085972860334049,16.699295483407685,8.294522904689556,0.7151898734177216,0.34810126582278483,0.02531645569620253,0.9110123714476663,0,0.06056799014145907,14.64786851086885,0.5147774065502857,90,0.06711970644228835,19.045629231639417,0.4666357693677925,68
spatial_thin_100_cap150,158,0.06837876361468026,0.13559643926960208,18.928406098866283,10.531504834869565,0.759493670886076,0.4430379746835443,0.0759493670886076,0.8937639285965945,0,0.06641941171226512,16.332820681304714,0.508894133667616,90,0.07214566820774668,20.591105776559495,0.451193560154844,68
spatial_thin_150_cap150,158,0.07063417325060267,0.1478540092463429,19.948775003664245,11.287693908807446,0.7784810126582279,0.4936708860759494,0.12025316455696203,0.8864145308154129,0,0.06858530372087218,17.679330101464327,0.5093253967415547,90,0.07410237724503543,21.63416509815102,0.46481946526287726,68
hybrid_150_diverse_150,158,0.0713783477788198,0.16407252399750988,19.921826608969724,11.135046654165286,0.7784810126582279,0.4936708860759494,0.10759493670886076,0.8855999287623295,0,0.06776906935016289,17.5959743680337,0.5010539992797649,90,0.07489434279167202,21.683589465955144,0.4581614724360329,68
random_100,158,0.07360636451259489,0.12959959567810353,15.928271079144272,7.998530894295536,0.7025316455696202,0.2721518987341772,0.012658227848101266,0.9125685266784169,0,0.06821217375948482,13.817922158698085,0.5126297208421483,90,0.07604977435503446,17.619856914570967,0.45716515192234525,68
fscs_100,158,0.07420039319169558,0.1369370611222186,16.05866432304348,8.456405153550364,0.7151898734177216,0.31645569620253167,0.012658227848101266,0.9077048670084922,0,0.07130221913342336,14.387244316664269,0.5121187969179624,90,0.07920192031687981,18.022317798619458,0.4468953311129422,68
