n_sites_joined,n_category_changed,median_abs_dor_delta,mean_dor_delta,p90_abs_dor_delta,mean_dor_v1,mean_dor_v2,mean_neff_delta_v2_minus_v1
158,60,0.06059125763737239,-0.0001934597459577575,0.1923417730242589,0.4825036950773749,0.4823102353314171,-4.325782120439436
