parent_id,parent_label_v1,applicable_v1,dor_median_v1,dor_median_ci_low_v1,dor_median_ci_high_v1,n_eff_min_v1,parent_label_v2,applicable_v2,dor_median_v2,dor_median_ci_low_v2,dor_median_ci_high_v2,n_eff_min_v2,dor_delta_v2_minus_v1,n_eff_min_delta_v2_minus_v1,category_v1,category_v2,category_changed
000000000000000002a4,built_loss,True,0.5102291181793324,0.4647803166708413,0.5363412630859739,5.484370462525535,built_loss,True,0.4113313291342232,0.3898785896222521,0.4420574308095906,1.10734710035477,-0.09889778904510915,-4.377023362170766,indistinguishable,degraded,True
000000000000000002c5,crop_loss,True,0.2038279726932365,0.1661751250060874,0.2459877704447588,8.552148363458867,crop_loss,True,0.3441023383401047,0.2936076339878641,0.3731205761899852,1.1721284827389362,0.14027436564686818,-7.3800198807199315,degraded,degraded,False
000000000000000002cc,crop_loss,True,0.3544252478181828,0.2524018569042629,0.5385740514647026,7.696291449248306,crop_loss,True,0.4563905792626592,0.3479039251688318,0.561202610751625,1.1261685957532233,0.10196533144447639,-6.570122853495082,indistinguishable,indistinguishable,False
000000000000000002dc,crop_loss,True,0.6324903798479619,0.5941823211259307,0.6548310660907504,9.0546485838516,crop_loss,True,0.651471001951427,0.6068149551951698,0.6861499508972214,1.3484983724679027,0.018980622103465183,-7.706150211383697,recovering,recovering,False
000000000000000002e4,crop_loss,True,0.4439385983120642,0.4204876529444855,0.4737887191846398,4.344191961989,crop_loss,True,0.3215288910092207,0.2863634427193822,0.4012414183342811,1.385026080373805,-0.1224097073028435,-2.9591658816151947,degraded,degraded,False
000000000000000002ec,crop_loss,True,0.5278891350661491,0.4801653243341691,0.5692179006804227,8.21630498879724,crop_loss,True,0.5167196172342085,0.4580759220968999,0.5624901447055114,1.3326344687571805,-0.011169517831940645,-6.88367052004006,indistinguishable,indistinguishable,False
00000000000000000314,crop_loss,True,0.0270074148692736,0.0248605941411134,0.0316472684437235,6.682025149695321,crop_loss,True,0.096140839939907,0.0618333591866237,0.1259303858022978,1.5305477733259865,0.0691334250706334,-5.151477376369335,degraded,degraded,False
00000000000000000316,built_loss,True,0.1229453327021168,0.109883356895808,0.1345828789492879,3.0290520909225496,built_loss,True,0.1189497311010705,0.1028672570484819,0.1342964867945573,1.0299742942582364,-0.0039956016010462975,-1.9990777966643132,degraded,degraded,False
00000000000000000335,crop_loss,True,0.4369450917000426,0.4056886708098919,0.4669035772413623,7.556498492247433,crop_loss,True,0.4512135685041144,0.4126734777218679,0.481419358907132,1.430530279188786,0.014268476804071839,-6.1259682130586475,degraded,degraded,False
0000000000000000033a,crop_loss,True,0.5559427130489777,0.5199692532186749,0.5830280459173103,6.917998328255963,crop_loss,True,0.530596993006267,0.4834260843241295,0.5628225918602464,1.7148056697491003,-0.02534572004271074,-5.203192658506863,recovering,indistinguishable,True
0000000000000000034d,built_loss,True,0.1552768931742463,0.0579554683410856,0.2346235354668329,1.0139317834874892,built_loss,True,0.4127644319166293,0.3947280758614075,0.4374459711790845,1.11873697494492,0.257487538742383,0.10480519145743084,degraded,degraded,False
00000000000000000356,built_loss,True,0.427718315580763,0.3757873697430495,0.4866338709109082,5.517656180182442,built_loss,True,0.4757208579676072,0.3952795876664048,0.5647278402774719,1.2304183313702053,0.048002542386844205,-4.287237848812237,degraded,indistinguishable,True
00000000000000000362,built_loss,True,0.5216340349604528,0.4858225446019196,0.5578606573419438,4.793597490352608,built_loss,True,0.578149959672384,0.5459774811155267,0.6359277055105585,1.767459829570465,0.05651592471193123,-3.026137660782143,indistinguishable,recovering,True
00000000000000000363,built_loss,True,0.3044531131026729,0.266557829365107,0.3574431453478618,8.81794986061164,built_loss,True,0.2523768279986098,0.2219401410315241,0.2851417394794823,1.136065116788428,-0.05207628510406315,-7.681884743823211,degraded,degraded,False
00000000000000000364,built_loss,True,0.5161552279631704,0.4827099838548911,0.5909503802306375,4.122850005728768,built_loss,True,0.6192298588967509,0.5810825251217163,0.6730719602133608,1.8456275274999492,0.10307463093358049,-2.2772224782288193,indistinguishable,recovering,True
00000000000000000375,built_loss,True,0.6674107190118774,0.6217780647385602,0.6940176461008734,7.528506167549843,built_loss,True,0.6636427916295601,0.6415217860499941,0.700705196249188,1.502050250088501,-0.0037679273823173487,-6.026455917461342,recovering,recovering,False
00000000000000000380,built_loss,True,0.5162954755083005,0.469927091643345,0.5570912782185488,3.968965029602249,built_loss,True,0.4943172447382904,0.4655514370718943,0.5307654807203052,1.3856207897357524,-0.021978230770010043,-2.5833442398664967,indistinguishable,indistinguishable,False
00000000000000000384,built_loss,True,0.610203915808848,0.5977068180483786,0.6464661389107016,8.142765815315808,built_loss,True,0.5942720153739336,0.5667532615884843,0.626667830977258,1.1454874108748847,-0.015931900434914437,-6.997278404440924,recovering,recovering,False
0000000000000000039e,built_loss,True,0.3451099945827982,0.2871654274868584,0.4074890090204387,1.418912426132121,built_loss,True,0.5119224468680891,0.4781403083541385,0.541877567153001,1.4634955451481575,0.1668124522852909,0.0445831190160364,degraded,indistinguishable,True
000000000000000003a1,built_loss,True,0.6315610593577702,0.5395537974672676,0.6866942785249583,4.627030692387888,built_loss,True,0.597156473421793,0.5654974358525497,0.6486994994022947,1.241790842469979,-0.03440458593597717,-3.385239849917909,recovering,recovering,False
