dataset,parent_id,ref_state,n,r_cos_spatial,selected_median_km,remaining_median_km
candidate,000000000000000000e3,good,100,-0.20991969147110828,2.1133029892982362,2.1560186909243244
candidate,000000000000000000e9,bad,100,0.40354379196640217,0.32302230651496433,0.7056083317041656
candidate,000000000000000000e9,good,100,0.41346276260440934,2.4341743533630766,2.6322167158390615
candidate,000000000000000000f0,bad,100,0.14577829644023108,1.6489159023436926,1.4348812228434753
candidate,000000000000000000f0,good,100,0.1620564635978338,0.5302749165542583,2.8633537903809505
candidate,000000000000000000f8,bad,100,0.12283906432022863,1.7020567570028737,2.0584329143252824
candidate,000000000000000000f8,good,100,0.159291453558002,1.9864029404109642,2.774626592575944
candidate,00000000000000000114,bad,100,0.2090038881687009,0.5423230563037659,1.9568457830939394
candidate,00000000000000000114,good,100,0.19050367028904708,1.536958776601115,1.7961393819408717
candidate,0000000000000000011b,bad,100,0.16801077025624947,1.5071757915279524,1.8904872773320773
candidate,0000000000000000011b,good,100,0.16791531861607487,2.0960550402907336,2.333696743764793
candidate,0000000000000000011c,bad,100,-0.06149567027451169,1.6511748971552398,2.1843817006550017
candidate,0000000000000000011c,good,100,0.15354418071952702,2.5407309909632225,2.363159297116944
candidate,00000000000000000128,bad,100,0.5210077121205618,1.338286249937906,3.193637046616794
candidate,00000000000000000128,good,100,0.33582491271800924,1.4320048030373118,2.0135162410107017
candidate,00000000000000000151,bad,100,0.6794803288908967,0.09500018528009642,6.3114030313169796
candidate,00000000000000000151,good,100,0.27098087818931,1.7119968996641088,2.27627413958283
candidate,00000000000000000161,bad,100,0.33241942100430383,1.0338252994549384,1.9935871916455101
candidate,00000000000000000161,good,100,0.030110191949123663,2.287099096057876,1.9969739593683073
candidate,0000000000000000016a,bad,100,0.4401672058163313,0.02447388774728582,1.1665350214490524
candidate,0000000000000000016a,good,100,0.31072029433326537,1.0216152993143655,2.0018973068847363
candidate,0000000000000000016c,bad,100,-0.16170247639077784,2.72062948556312,2.6623585522603928
candidate,0000000000000000016c,good,100,0.1539693648608481,1.314981825072404,2.259956173439832
candidate,00000000000000000176,bad,100,0.10773139883125489,1.6239797598823067,2.80798510625668
