parent_id,lon,lat,country_iso3,vote_dw,vote_wc100,vote_wc200,vote_worldcereal,vote_vida,vote_msbuildings,n_nature,n_crop,n_built,stable_class
0000000000000000018f,106.07580861044966,20.11000036064905,VNM,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000019e,77.72012734110332,14.425640905797541,IND,built,crop,nature,unknown,unknown,unknown,1,1,1,ambiguous
0000000000000000019f,72.86078064318718,20.438154933937913,IND,built,crop,crop,unknown,unknown,unknown,0,2,1,crop
000000000000000001a0,-52.99121436833272,5.352207378548315,FRA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000001a2,33.68920368998497,15.579796382834303,SDN,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000001ac,-1.8909087573073868,34.725949359387315,MAR,nature,built,built,unknown,unknown,unknown,1,0,2,built
000000000000000001b9,100.23280667642264,13.551041145178775,THA,built,built,built,unknown,unknown,unknown,0,0,3,built
000000000000000001bb,110.19727913399002,53.99993260087053,RUS,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000001c0,-14.55167454015951,10.654423511535379,GIN,nature,built,built,unknown,unknown,unknown,1,0,2,built
000000000000000001c1,123.52926609713626,42.78240015348483,CHN,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000001ca,-47.00403283120452,-0.8879397425879411,BRA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000001d7,-71.7094997750596,10.6343012491711,VEN,built,crop,nature,unknown,unknown,unknown,1,1,1,ambiguous
000000000000000001f2,119.62806248126199,35.61608997442134,CHN,built,crop,crop,unknown,unknown,unknown,0,2,1,crop
000000000000000001f7,143.27504452583904,-19.80044091374146,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000001fd,8.009783315087507,4.583429158398829,NGA,nature,built,nature,unknown,unknown,unknown,2,0,1,nature
00000000000000000200,33.05544225703865,-13.91890125402572,MWI,nature,nature,built,unknown,unknown,unknown,2,0,1,nature
0000000000000000020f,9.56710269163711,59.17458796351262,NOR,nature,built,built,unknown,unknown,unknown,1,0,2,built
0000000000000000021a,90.52803716749422,22.0998585465022,BGD,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
0000000000000000021e,25.900091524441425,-26.868475400722268,ZAF,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000238,24.23955572174649,41.09689118589137,GRC,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000239,113.49409622670866,34.60925820398019,CHN,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
0000000000000000023c,31.319986959648148,-26.597723174088646,SWZ,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000023e,146.91519772014817,-33.6909104890248,AUS,crop,crop,nature,unknown,unknown,unknown,1,2,0,crop
0000000000000000026c,-91.92024619482265,14.349643432761031,GTM,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000026f,142.83756498247283,-36.77716247914583,AUS,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000027a,-16.626872678004016,13.364281397610327,GMB,built,built,built,unknown,unknown,unknown,0,0,3,built
00000000000000000284,-88.55695377107916,18.37706034605408,MEX,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000285,-71.23554863115814,10.056594689953837,VEN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000028a,62.756889653524446,53.3932104579762,KAZ,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000297,36.762250445429444,35.485474932110364,SYR,crop,crop,nature,unknown,unknown,unknown,1,2,0,crop
000000000000000002a5,-97.70494746691031,27.63707395781493,USA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000002a9,-0.13883462716067205,9.60806586859296,GHA,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000002b8,-79.59024009958334,-1.283917119827826,ECU,unknown,nature,nature,unknown,unknown,unknown,2,0,0,nature
000000000000000002bd,123.59708890108728,43.0106620671796,CHN,crop,crop,nature,unknown,unknown,unknown,1,2,0,crop
000000000000000002cf,107.69304561645004,14.452141206679068,VNM,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002d7,93.86536827952665,19.07882424600825,MMR,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002db,138.55969776796726,-30.21613713852208,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002de,113.94505049933667,30.168885754577392,CHN,unknown,crop,crop,unknown,unknown,unknown,0,2,0,crop
00000000000000000300,106.09925463936518,9.80686304096861,VNM,built,built,built,unknown,unknown,unknown,0,0,3,built
0000000000000000030b,30.088935694290754,54.44594613943587,BLR,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
00000000000000000315,21.70630662052944,-0.6243740382272734,COD,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000319,-76.33977607552526,36.64268468111314,USA,built,built,built,unknown,unknown,unknown,0,0,3,built
00000000000000000337,-65.5449009693178,-27.14183274167984,ARG,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
0000000000000000033d,4.5815426963021775,35.523024510986566,DZA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000353,114.3180310053031,-3.405288663276076,IDN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000035b,-57.62265847866774,-11.438832417628545,BRA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000035d,-147.11821697435917,69.33498298454647,USA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000365,-99.97552917905081,25.409072390141695,MEX,built,nature,built,unknown,unknown,unknown,1,0,2,built
0000000000000000036b,68.46909688218366,58.270343798517914,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000377,86.9630729624659,44.482192334095785,CHN,unknown,crop,nature,unknown,unknown,unknown,1,1,0,ambiguous
00000000000000000385,113.33302829626604,31.78270916249811,CHN,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000388,16.45484530109513,-6.616406477889718,AGO,nature,built,nature,unknown,unknown,unknown,2,0,1,nature
0000000000000000038b,118.33978853230619,39.21824443221222,CHN,unknown,built,nature,unknown,unknown,unknown,1,0,1,ambiguous
0000000000000000038c,148.30138803507302,-31.935692255383668,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000391,-45.25438415232493,-5.5018667048826275,BRA,built,built,built,unknown,unknown,unknown,0,0,3,built
00000000000000000397,119.16336398478697,31.58804424042941,CHN,built,built,built,unknown,unknown,unknown,0,0,3,built
000000000000000003a4,-56.03443705634442,-13.827093431988704,BRA,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000003c0,-87.70436273492133,19.45701498062257,MEX,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000003d8,-11.53108939730762,9.189450946193263,SLE,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000003e1,105.68989236439191,38.82612981069404,CHN,nature,built,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000003e2,115.24392456864508,31.532348692814,CHN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000003eb,82.61450833510011,41.55691844288898,CHN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000003f0,69.87424164960342,22.12590968974167,IND,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000403,22.786171423569517,53.98070865379037,POL,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
00000000000000000409,59.80044422195869,58.66003296876896,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000427,90.11256634858894,22.46107112224666,BGD,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000430,-51.71973891518995,-25.81376342563754,BRA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000432,6.256451543543025,13.499927005512374,NGA,nature,nature,built,unknown,unknown,unknown,2,0,1,nature
0000000000000000044d,0.6047009335050559,35.9907772794276,DZA,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000459,87.63869588765219,43.88732795295184,CHN,built,built,built,unknown,unknown,unknown,0,0,3,built
0000000000000000046f,16.207449271848613,-20.329728279144685,NAM,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000470,116.29073136922956,-31.120740629630436,AUS,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000474,-99.02187767342953,30.767612891443054,USA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000478,-72.82350055889621,45.22851267214229,CAN,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000486,-78.91758161483465,-2.7567948596701934,ECU,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
00000000000000000487,75.14780152502706,16.946583087622155,IND,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
0000000000000000048a,34.78236355923002,46.55909727098012,UKR,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000493,10.986530672074366,33.84613937012065,TUN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000496,-44.12187807363545,-2.448582885688786,BRA,built,built,built,unknown,unknown,unknown,0,0,3,built
0000000000000000049d,-79.60407415495878,-2.332969708622603,ECU,unknown,nature,crop,unknown,unknown,unknown,1,1,0,ambiguous
000000000000000004a3,71.8004991133409,29.5421311808472,PAK,built,built,crop,unknown,unknown,unknown,0,1,2,built
000000000000000004a4,46.71324817373503,58.827299274672015,RUS,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000004ab,122.16750995793947,-33.84227661439894,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000004af,112.62120326512974,34.86958997331802,CHN,crop,built,built,unknown,unknown,unknown,0,1,2,built
000000000000000004ca,149.29312810874094,-28.532604464553682,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000004d5,20.4771418172687,45.76624420121623,SRB,built,crop,crop,unknown,unknown,unknown,0,2,1,crop
000000000000000004df,1.088892871645478,51.93838885534464,GBR,built,nature,crop,unknown,unknown,unknown,1,1,1,ambiguous
00000000000000000506,113.11976824781607,40.44417530045013,CHN,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000514,-51.31244276537016,-21.49699915932959,BRA,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
0000000000000000051a,141.35085318725504,-36.0997429233913,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000521,-48.83075696146157,-22.773415346535018,BRA,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000523,-70.39885777552922,-50.63385539974627,ARG,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000529,36.34686945805257,50.28989047745691,RUS,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000052a,29.232032744769143,-16.333572737738994,ZWE,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000533,122.61882355668112,43.275126086824386,CHN,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
0000000000000000054c,118.28804557194091,39.70072957131281,CHN,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
0000000000000000054d,105.95750048753112,53.60826713699442,RUS,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
00000000000000000553,-122.72428577103675,61.9725705789597,CAN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000554,99.19183892518494,3.4200210339356363,IDN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000055b,-7.304965143167331,32.51789039102153,MAR,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000566,-5.974829701971555,42.486674761952685,ESP,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000058f,100.59949897540024,13.707707330729221,THA,built,built,built,unknown,unknown,unknown,0,0,3,built
00000000000000000592,55.19109866761301,57.673592955277314,RUS,nature,built,crop,unknown,unknown,unknown,1,1,1,ambiguous
00000000000000000596,73.47989953700235,37.5150386535216,TJK,unknown,nature,nature,unknown,unknown,unknown,2,0,0,nature
00000000000000000599,141.85741317597004,39.976153037423856,JPN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000005a6,69.90631150524648,60.73594975884076,RUS,nature,built,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000005af,34.36105369097796,51.25746586998204,UKR,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000005b4,-5.019022239668384,37.46338552468473,ESP,crop,crop,nature,unknown,unknown,unknown,1,2,0,crop
000000000000000005b5,22.03077810115341,6.859310930715636,CAF,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000005c2,4.372864055801212,50.03620624122155,BEL,built,crop,crop,unknown,unknown,unknown,0,2,1,crop
000000000000000005c4,150.3711962812128,-27.68396601564597,AUS,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000005d4,79.46402680216454,15.926905408618087,IND,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000005df,121.40510977630724,42.79596471427503,CHN,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000005ed,44.94671116751399,32.09110079953634,IRQ,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000005f7,121.62169359130846,30.000810964918628,CHN,crop,built,built,unknown,unknown,unknown,0,1,2,built
00000000000000000617,-62.800008787162184,-37.843283058338876,ARG,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000620,8.271462557351525,35.631720660365026,DZA,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000631,133.89968723159726,43.45038739875611,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000639,4.70128812367531,44.09340147912886,FRA,built,built,built,unknown,unknown,unknown,0,0,3,built
0000000000000000063a,48.379353531191505,21.62680571788486,SAU,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000063f,12.369037894334308,-6.175603167972269,AGO,built,nature,built,unknown,unknown,unknown,1,0,2,built
00000000000000000643,42.32578649456688,26.93153713366746,SAU,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000645,-7.8163760344165745,37.98611518851388,PRT,crop,crop,nature,unknown,unknown,unknown,1,2,0,crop
00000000000000000650,138.03184770701864,48.78269709376117,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000065d,46.66761375730176,41.32596158334185,GEO,built,nature,crop,unknown,unknown,unknown,1,1,1,ambiguous
0000000000000000068b,56.65400510780166,39.67638522711317,TKM,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000691,19.25273808501379,-33.48079454406924,ZAF,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000006b8,145.2567280426067,-36.3778613353547,AUS,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000006bd,-46.127097450847046,-13.920608053065546,BRA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000006c7,114.7518274560044,-3.6917614073817915,IDN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000006cb,-70.29016162615076,-18.459256194551017,CHL,built,nature,built,unknown,unknown,unknown,1,0,2,built
000000000000000006d2,-7.775053531347076,25.333074917105183,MRT,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000006d3,150.1209256430571,-31.52040109953521,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000000a,-55.96517694793881,-12.500102094287348,BRA,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000000e,87.35851135053531,65.25959603508143,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000014,45.36927867716381,31.857089668023207,IRQ,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000023,7.437376816046548,35.481252850275006,DZA,nature,built,built,unknown,unknown,unknown,1,0,2,built
0000000000000000002f,33.11248527758024,0.5533172992534192,UGA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000030,23.83836811585871,-30.955001459710385,ZAF,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000034,11.18460919222272,10.270932716744754,NGA,built,built,built,unknown,unknown,unknown,0,0,3,built
00000000000000000043,-101.65654657022368,20.937528400379954,MEX,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000045,103.43359386526892,-1.3807555074559106,IDN,nature,built,built,unknown,unknown,unknown,1,0,2,built
00000000000000000047,100.17055342723316,8.359587286723649,THA,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
00000000000000000061,39.289211339657655,59.41560595424189,RUS,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
0000000000000000006b,112.57763497384994,26.630511681959007,CHN,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000007d,9.39821941822264,39.66704274815833,ITA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000080,124.62961248865426,8.034936143042854,PHL,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000086,-95.09920432226481,42.24089570021758,USA,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
0000000000000000008f,18.580169431793504,-32.81460392936621,ZAF,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000091,107.02901095842888,31.35376361433104,CHN,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
00000000000000000098,101.91337490995345,56.29494848873908,RUS,nature,built,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000000ad,-44.651973922794376,-9.019220199852613,BRA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000000b9,22.856060352674014,45.023696787363036,ROU,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000000bc,20.793977617977653,45.74953553693161,SRB,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000000c9,76.8503784830188,39.52663606925044,CHN,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000000d4,73.48951151054243,31.624066683322603,PAK,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000000d7,76.58447715891941,28.929929314719747,IND,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000000ec,144.54454368535676,-33.06613220891967,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000000f5,-80.51020478205014,-1.047660200104392,ECU,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000000f6,2.5706639328006284,34.44253088724761,DZA,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000101,5.254291012579287,35.92654773661305,DZA,nature,nature,built,unknown,unknown,unknown,2,0,1,nature
0000000000000000010c,52.90066418769347,57.89691413490942,RUS,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000125,77.74545983211549,17.657150477360695,IND,crop,built,built,unknown,unknown,unknown,0,1,2,built
00000000000000000126,-55.27131822248489,-11.874156004312864,BRA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000130,123.58846507435973,44.41266273110494,CHN,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000133,110.72728515162055,51.92150052800319,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000139,37.69254575366362,49.93577459245699,UKR,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000013a,31.295283289334858,-17.328546746429776,ZWE,nature,nature,built,unknown,unknown,unknown,2,0,1,nature
0000000000000000013f,134.0925555230977,-32.321518669913004,AUS,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000144,98.67189403873657,3.598246786304949,IDN,built,unknown,nature,unknown,unknown,unknown,1,0,1,ambiguous
0000000000000000015c,-5.060524405794706,22.179539112203603,MLI,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000015e,-82.92146266768376,43.05342187470369,USA,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000016f,114.52545200440629,-27.453009156098844,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000171,-98.71860643351079,51.73429162279268,CAN,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000181,-80.68106434908967,26.680907169398115,USA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000189,34.52176229530694,31.23554532294091,ISR,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000001a9,2.778983247187946,36.66002216609664,DZA,crop,nature,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000001af,23.749794228844525,35.398787507192836,GRC,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000001b1,75.48979015369137,26.151709635523304,IND,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000001b5,-69.57312636636655,-18.19883459368477,CHL,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000001bc,44.820318207038376,2.560692633146902,SOM,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000001c2,77.85020339424382,25.98902473756926,IND,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000001ce,100.70702731490934,54.791797523821884,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000001e8,30.594597367721633,38.845982578473084,TUR,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000001ee,106.52936799740161,37.92943149408594,CHN,nature,built,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000001f6,76.99949882018264,13.412880254481193,IND,crop,nature,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000020a,-62.85300938892524,-2.827582104058812,BRA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000020b,11.546360757137652,32.055437682756796,LBY,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000213,0.4894470825525213,41.880850934342476,ESP,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000217,-69.64669838813595,-16.018533567598276,PER,built,built,crop,unknown,unknown,unknown,0,1,2,built
00000000000000000219,-62.61271005042327,-39.25902794611124,ARG,built,built,built,unknown,unknown,unknown,0,0,3,built
0000000000000000021b,117.97210808651607,45.62682566912088,CHN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000220,114.82602829847268,63.90852984776568,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000022b,121.93718191909123,46.565744804082605,CHN,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000022f,90.07869986237763,44.164637881159535,CHN,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000233,32.067115781450354,48.034130967504375,UKR,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000236,-67.2164860500074,-42.133547023765296,ARG,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000249,125.43288601571393,46.3282302429614,CHN,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
00000000000000000253,-51.54142333129222,-21.072994345225176,BRA,nature,crop,nature,unknown,unknown,unknown,2,1,0,nature
00000000000000000257,76.35028636434946,13.592902637418746,IND,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000258,148.7147028972964,-29.973951337923456,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000025d,148.04608683132625,-34.55697625444443,AUS,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000029b,10.721707326315931,52.725492707290165,DEU,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
000000000000000002b1,108.58507269358073,34.20052474970581,CHN,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000002b4,-5.8774523251729995,42.815188661355194,ESP,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002ce,-52.98420750911659,-23.27871769385225,BRA,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002d1,45.56789618648264,-20.666596510689505,MDG,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002d4,78.23396368361968,44.65134510209549,KAZ,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002d5,120.02691446741106,31.800855131237327,CHN,crop,nature,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000002d6,78.69138582629334,24.854183039141066,IND,unknown,crop,crop,unknown,unknown,unknown,0,2,0,crop
000000000000000002d8,100.35605553340385,25.094751872228276,CHN,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002da,45.648744562053395,32.07555994512108,IRQ,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000002e1,-1.6958845091250387,34.774099058616116,DZA,nature,nature,crop,unknown,unknown,unknown,2,1,0,nature
0000000000000000031b,11.101694691498489,12.36858873669225,NGA,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
00000000000000000330,-0.32936729892242256,35.81650411430841,DZA,nature,built,built,unknown,unknown,unknown,1,0,2,built
00000000000000000334,36.457811395641336,47.679835419447635,UKR,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000033e,20.6898628765482,27.67237774848083,LBY,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000033f,24.55711017468274,-31.677875768841364,ZAF,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000343,78.52250255287888,17.453771897036038,IND,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000350,38.23342138623198,49.51176977835257,UKR,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
0000000000000000036a,44.173441370943905,-17.52698459269178,MDG,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000378,90.16251267838598,22.58665559896657,BGD,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000037b,117.69695411499026,25.76588322099397,CHN,built,nature,nature,unknown,unknown,unknown,2,0,1,nature
0000000000000000037c,150.09891691859616,64.02504134011598,RUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000389,145.26059079832842,-34.33751783053403,AUS,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000003b1,145.87369097974,-34.109615242952906,AUS,crop,nature,nature,unknown,unknown,unknown,2,1,0,nature
000000000000000003b8,114.72308136691258,33.622099538261246,CHN,crop,crop,crop,unknown,unknown,unknown,0,3,0,crop
000000000000000003ba,50.8279813326445,58.446503425733745,RUS,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
000000000000000003c4,-58.21006684295349,-22.232988871608715,PRY,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
000000000000000003db,-34.9332805269621,-8.046075252565936,BRA,built,built,built,unknown,unknown,unknown,0,0,3,built
000000000000000003ec,-0.5521494893840638,39.45315387900947,ESP,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000040b,19.099305834486177,49.43496382156036,POL,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
00000000000000000413,99.23846148843074,3.424512610356234,IDN,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
00000000000000000415,29.338932263579366,62.85768062840266,FIN,crop,built,built,unknown,unknown,unknown,0,1,2,built
0000000000000000041c,-90.44943458013375,19.89790812206843,MEX,nature,nature,nature,unknown,unknown,unknown,3,0,0,nature
0000000000000000042a,6.812598535941421,35.98233311575687,DZA,nature,crop,crop,unknown,unknown,unknown,1,2,0,crop
0000000000000000042e,100.3038634153965,7.325446731645256,THA,built,built,built,unknown,unknown,unknown,0,0,3,built
