dataset,parent_id,parent_label,n_bad,n_good,n_eff_300m_bad,n_eff_300m_good,n_eff_min_300m,n_min
candidate,000000000000000003fa,built_loss,100,100,45.54833120594478,46.683138502805335,45.54833120594478,100
candidate,00000000000000000407,built_loss,100,100,46.80076649716431,42.20158499591403,42.20158499591403,100
candidate,0000000000000000040f,built_loss,100,100,28.93312922778069,36.14565878326495,28.93312922778069,100
candidate,00000000000000000426,built_loss,100,100,36.81123412826494,28.748580692834132,28.748580692834132,100
candidate,0000000000000000042b,built_loss,100,100,35.371616414723185,57.097090404941184,35.371616414723185,100
candidate,00000000000000000442,built_loss,100,100,4.285369514154934,55.72877716299302,4.285369514154934,100
candidate,0000000000000000044b,crop_loss,100,100,13.71324561369284,47.62965201896356,13.71324561369284,100
candidate,00000000000000000465,built_loss,100,100,39.863923989824265,51.65384393092472,39.863923989824265,100
candidate,0000000000000000046c,crop_loss,100,100,48.49588896789639,44.479349505986974,44.479349505986974,100
candidate,0000000000000000047e,built_loss,100,100,20.390785768726435,59.401375055798546,20.390785768726435,100
candidate,00000000000000000480,crop_loss,100,100,10.25978347896694,57.81433659940019,10.25978347896694,100
candidate,00000000000000000483,crop_loss,100,100,10.44419807098139,49.9649802858821,10.44419807098139,100
candidate,00000000000000000485,crop_loss,100,100,59.06514295409861,39.754957097949415,39.754957097949415,100
candidate,00000000000000000490,built_loss,100,100,45.764240665634944,57.32331020425243,45.764240665634944,100
candidate,00000000000000000497,crop_loss,100,100,37.742957771391474,58.700341551246204,37.742957771391474,100
candidate,0000000000000000049b,crop_loss,100,100,39.68870728682279,52.638023817138595,39.68870728682279,100
candidate,000000000000000004a1,crop_loss,100,100,54.554477450443926,34.84101990093939,34.84101990093939,100
candidate,000000000000000004c0,built_loss,100,100,38.16400413383067,43.940060647347465,38.16400413383067,100
candidate,000000000000000004c5,built_loss,100,100,12.727037086453997,44.23518647782457,12.727037086453997,100
candidate,000000000000000004d2,built_loss,100,100,29.332430020720018,48.21354242013414,29.332430020720018,100
candidate,000000000000000004d9,built_loss,100,100,35.29369923414892,51.15072917883884,35.29369923414892,100
candidate,000000000000000004e7,crop_loss,100,100,23.244494118311785,48.50369627666806,23.244494118311785,100
candidate,000000000000000004e9,crop_loss,100,100,15.348978984717862,59.963805425030856,15.348978984717862,100
candidate,000000000000000004eb,built_loss,100,100,43.40045355409406,44.8967218196376,43.40045355409406,100
candidate,000000000000000004ee,crop_loss,100,100,21.94182765259073,49.48152227307943,21.94182765259073,100
candidate,000000000000000004f5,built_loss,100,100,8.24180877084199,53.9603584698934,8.24180877084199,100
candidate,000000000000000004f7,built_loss,100,100,7.460599692073828,44.70581217461574,7.460599692073828,100
candidate,000000000000000004f9,crop_loss,100,100,41.614770395166325,46.10739953639063,41.614770395166325,100
candidate,000000000000000004fe,built_loss,100,100,15.748139025858354,59.46206036781583,15.748139025858354,100
candidate,00000000000000000517,crop_loss,100,100,29.091394589614506,53.0992872681534,29.091394589614506,100
candidate,0000000000000000051d,built_loss,100,100,20.404786423556352,56.35662175281099,20.404786423556352,100
candidate,00000000000000000538,crop_loss,100,100,1.066977043565817,50.296606284689716,1.066977043565817,100
candidate,00000000000000000559,built_loss,100,100,33.10057332567505,50.41619321451539,33.10057332567505,100
candidate,00000000000000000576,built_loss,100,100,8.20776939793462,57.42233995549747,8.20776939793462,100
candidate,00000000000000000577,built_loss,100,100,10.347636779444477,56.90615998624017,10.347636779444477,100
candidate,0000000000000000057e,crop_loss,100,100,4.506309610622384,52.19150040133982,4.506309610622384,100
candidate,0000000000000000057f,built_loss,100,100,2.4816277805359372,44.38523484707532,2.4816277805359372,100
candidate,00000000000000000594,built_loss,100,100,24.052788941947462,52.4626500126846,24.052788941947462,100
candidate,000000000000000005ad,built_loss,100,100,32.297017745314946,52.658886787752934,32.297017745314946,100
candidate,000000000000000005bd,built_loss,100,100,4.582220583702771,40.92994012143668,4.582220583702771,100
candidate,000000000000000005bf,built_loss,100,100,29.061642889094987,50.40288502809747,29.061642889094987,100
candidate,000000000000000005cc,built_loss,100,100,11.474147284289144,37.98576133654175,11.474147284289144,100
candidate,000000000000000005d1,crop_loss,100,100,15.355996707800687,54.147779566634846,15.355996707800687,100
candidate,000000000000000005de,built_loss,100,100,32.05707267270943,40.48438497524009,32.05707267270943,100
candidate,000000000000000005e7,built_loss,100,100,48.08008495100937,33.941522384780576,33.941522384780576,100
candidate,000000000000000005f9,built_loss,100,100,18.223823869650023,52.81309967752368,18.223823869650023,100
candidate,00000000000000000611,crop_loss,100,100,45.86733330441881,51.581735475619716,45.86733330441881,100
candidate,0000000000000000061c,built_loss,100,100,17.208964575888686,58.21152284968615,17.208964575888686,100
candidate,00000000000000000624,built_loss,100,100,5.141796310512185,38.293034597899414,5.141796310512185,100
candidate,00000000000000000626,built_loss,100,100,32.051036345137256,47.19370741841024,32.051036345137256,100
candidate,0000000000000000062a,built_loss,100,100,35.78169880349386,42.29413102641052,35.78169880349386,100
candidate,0000000000000000062f,crop_loss,100,100,40.93460003309076,46.16997109133426,40.93460003309076,100
candidate,00000000000000000632,crop_loss,100,100,14.919391400063096,54.70125295998251,14.919391400063096,100
candidate,00000000000000000636,built_loss,100,100,21.003301536195497,48.29787950132771,21.003301536195497,100
candidate,0000000000000000063e,crop_loss,100,100,46.900163476961005,42.654221013456585,42.654221013456585,100
candidate,0000000000000000064a,built_loss,100,100,3.639988677955902,54.83336775619482,3.639988677955902,100
candidate,0000000000000000064d,built_loss,100,100,12.743309159817127,54.293117849591084,12.743309159817127,100
candidate,00000000000000000655,crop_loss,100,100,26.79661358204818,48.78980776309338,26.79661358204818,100
candidate,00000000000000000694,built_loss,100,100,26.618209146549756,47.46401913300925,26.618209146549756,100
candidate,00000000000000000697,crop_loss,100,100,57.39449618318594,52.65702980595732,52.65702980595732,100
candidate,00000000000000000698,crop_loss,100,100,51.84715384918467,19.50689697200228,19.50689697200228,100
candidate,0000000000000000069d,built_loss,100,100,36.70499704414654,41.983721176545124,36.70499704414654,100
candidate,000000000000000006a8,crop_loss,100,100,52.038626443053516,44.45428921343359,44.45428921343359,100
candidate,000000000000000006b4,crop_loss,100,100,51.50077207272519,43.88455350466898,43.88455350466898,100
candidate,000000000000000006b7,built_loss,100,100,29.010089952397063,46.0852373576214,29.010089952397063,100
candidate,000000000000000006be,crop_loss,100,100,15.617170871715057,40.633767590452955,15.617170871715057,100
candidate,000000000000000006c0,crop_loss,100,100,3.0519645903945594,58.908947810141825,3.0519645903945594,100
candidate,000000000000000006cc,crop_loss,100,100,58.50474820447308,24.531539589783566,24.531539589783566,100
candidate,000000000000000006ce,crop_loss,100,100,24.774277446958074,51.18238132253585,24.774277446958074,100
candidate,000000000000000006d9,crop_loss,100,100,53.021000139279,33.36915692529835,33.36915692529835,100
candidate,000000000000000006df,built_loss,100,100,18.60401912960055,55.368811869841636,18.60401912960055,100
candidate,000000000000000006e3,built_loss,100,100,28.109780527540845,55.12081674576752,28.109780527540845,100
candidate,000000000000000006e5,crop_loss,100,100,54.060542789069444,45.784439771850764,45.784439771850764,100
stable,00000000000000000000,stable_crop,100,100,58.756540156418794,24.851757063082363,24.851757063082363,100
stable,00000000000000000002,stable_built,100,100,29.293826269528065,54.24021685981862,29.293826269528065,100
stable,00000000000000000003,stable_crop,100,100,54.8431552901539,38.409762039198846,38.409762039198846,100
stable,00000000000000000004,stable_nature,100,100,60.4610493609739,13.623713776178882,13.623713776178882,100
stable,00000000000000000005,stable_crop,100,100,34.88053822065408,58.66547279049377,34.88053822065408,100
stable,00000000000000000006,stable_crop,100,100,35.71517499651777,62.21792986950442,35.71517499651777,100
stable,00000000000000000007,stable_crop,100,100,39.790513448549795,63.23872662189805,39.790513448549795,100
stable,00000000000000000008,stable_crop,100,100,54.427021846926415,55.38775341573397,54.427021846926415,100
stable,00000000000000000009,stable_crop,100,100,33.982497739363204,59.41985096999507,33.982497739363204,100
stable,0000000000000000000a,stable_crop,100,100,60.57781664738025,35.67041304901383,35.67041304901383,100
stable,0000000000000000000b,stable_nature,100,100,20.018906957807307,41.17980206074182,20.018906957807307,100
stable,0000000000000000000c,stable_crop,100,100,60.9870440002427,54.68642447427233,54.68642447427233,100
stable,0000000000000000000d,stable_nature,100,100,23.673148415378925,61.72867651768387,23.673148415378925,100
stable,0000000000000000000f,stable_nature,100,100,35.83123099569511,42.36929887509543,35.83123099569511,100
stable,00000000000000000012,stable_crop,100,100,45.94732334221753,50.788864696540344,45.94732334221753,100
stable,00000000000000000013,stable_nature,100,100,42.935184616610435,55.19144891174845,42.935184616610435,100
stable,00000000000000000014,stable_crop,100,100,55.46370562771744,49.52099694908331,49.52099694908331,100
stable,00000000000000000015,stable_crop,100,100,55.70370698908521,37.90528149394494,37.90528149394494,100
stable,00000000000000000016,stable_nature,100,100,45.77640094985083,55.533716844664,45.77640094985083,100
stable,00000000000000000017,stable_crop,100,100,55.702244137359806,33.89265232623656,33.89265232623656,100
stable,00000000000000000018,stable_nature,54,100,4.267814540857436,53.48185179458003,4.267814540857436,54
stable,00000000000000000019,stable_nature,100,100,31.905243626467502,56.683205648713155,31.905243626467502,100
stable,0000000000000000001a,stable_nature,100,100,13.281482630717358,45.12805089859236,13.281482630717358,100
stable,0000000000000000001b,stable_nature,100,100,17.204213729714894,51.66107455513598,17.204213729714894,100
stable,0000000000000000001c,stable_nature,100,100,47.87909286980421,52.1432493499709,47.87909286980421,100
stable,0000000000000000001d,stable_nature,100,100,45.37464809821663,56.79398975474783,45.37464809821663,100
stable,0000000000000000001e,stable_crop,100,100,50.0713505287084,43.07961684074851,43.07961684074851,100
stable,0000000000000000001f,stable_nature,100,100,4.817417997305792,60.93808642455652,4.817417997305792,100
stable,00000000000000000020,stable_nature,100,100,31.78099095043773,54.07198085756195,31.78099095043773,100
stable,00000000000000000021,stable_nature,100,100,53.95591639422245,52.083381167730224,52.083381167730224,100
stable,00000000000000000022,stable_crop,100,100,46.48472084574738,55.12016081504244,46.48472084574738,100
stable,00000000000000000023,stable_built,100,100,9.268236696364024,46.62577666608613,9.268236696364024,100
stable,00000000000000000024,stable_nature,100,100,56.11764793582058,40.86300213674681,40.86300213674681,100
stable,00000000000000000025,stable_crop,100,100,55.47848004694609,37.35807018249219,37.35807018249219,100
stable,00000000000000000026,stable_built,100,100,37.71617997067701,64.07769860335856,37.71617997067701,100
stable,00000000000000000027,stable_built,100,100,43.05779361347539,46.004884930963584,43.05779361347539,100
stable,00000000000000000028,stable_built,100,100,3.836916327609539,55.419090025128185,3.836916327609539,100
stable,00000000000000000029,stable_built,100,100,49.89328280975837,59.064264702160095,49.89328280975837,100
stable,0000000000000000002a,stable_built,100,100,17.89422583073669,59.653448962652575,17.89422583073669,100
stable,0000000000000000002c,stable_nature,100,100,30.571320774202572,58.43404272011322,30.571320774202572,100
stable,0000000000000000002e,stable_nature,100,100,27.293973987141584,60.015167918467135,27.293973987141584,100
stable,0000000000000000002f,stable_nature,100,100,23.509416068018265,57.4608916077344,23.509416068018265,100
stable,00000000000000000030,stable_nature,100,100,6.411884303202269,60.56667667874241,6.411884303202269,100
stable,00000000000000000031,stable_nature,100,100,7.876661489939316,60.117559982200284,7.876661489939316,100
stable,00000000000000000032,stable_nature,100,100,45.19189988543132,49.093062338900275,45.19189988543132,100
stable,00000000000000000033,stable_nature,100,100,46.708023771046946,63.01345471734579,46.708023771046946,100
stable,00000000000000000034,stable_built,100,100,32.828696378532186,49.260438581778374,32.828696378532186,100
stable,00000000000000000035,stable_crop,100,100,56.00370275725915,18.516724969287203,18.516724969287203,100
stable,00000000000000000036,stable_nature,100,100,44.889769210238924,56.88911729401158,44.889769210238924,100
stable,00000000000000000037,stable_nature,100,100,11.725832218180889,56.58636928159766,11.725832218180889,100
stable,00000000000000000038,stable_nature,100,100,25.499408322465026,48.045164569685376,25.499408322465026,100
stable,00000000000000000039,stable_built,100,100,36.03872970209661,56.669891421738356,36.03872970209661,100
stable,0000000000000000003b,stable_crop,100,100,53.150104204170574,50.173919926605166,50.173919926605166,100
stable,0000000000000000003c,stable_nature,100,100,30.90847279190252,59.780197230812426,30.90847279190252,100
stable,0000000000000000003d,stable_crop,100,100,47.375788463057845,54.04807020985963,47.375788463057845,100
stable,0000000000000000003e,stable_nature,100,100,35.475698342183684,57.31304796126102,35.475698342183684,100
stable,0000000000000000003f,stable_crop,100,100,35.572563909562255,50.18565491456547,35.572563909562255,100
stable,00000000000000000040,stable_built,100,100,33.891783833677586,52.87383083125007,33.891783833677586,100
stable,00000000000000000041,stable_crop,100,100,56.02678238627736,36.04989134893847,36.04989134893847,100
stable,00000000000000000042,stable_crop,100,100,44.000053541594326,58.22180316147663,44.000053541594326,100
stable,00000000000000000043,stable_nature,100,100,57.64620827321961,55.75233178757672,55.75233178757672,100
stable,00000000000000000044,stable_crop,100,100,63.49180774260704,35.78170077390078,35.78170077390078,100
stable,00000000000000000045,stable_built,100,100,7.998789524950478,58.82823862640755,7.998789524950478,100
stable,00000000000000000046,stable_crop,100,100,57.200870625563205,47.2049195693659,47.2049195693659,100
stable,00000000000000000047,stable_nature,100,100,34.357830680899575,54.27796835660197,34.357830680899575,100
stable,00000000000000000048,stable_crop,100,100,38.19207257563232,43.29213597174632,38.19207257563232,100
stable,0000000000000000004b,stable_crop,100,100,45.76031432889915,56.63145665905925,45.76031432889915,100
stable,0000000000000000004c,stable_nature,100,100,23.692641117589456,60.62970028511235,23.692641117589456,100
stable,0000000000000000004d,stable_crop,100,100,14.049877021675101,61.43793404756987,14.049877021675101,100
stable,0000000000000000004e,stable_crop,100,100,44.27533651306587,51.14203613315199,44.27533651306587,100
stable,00000000000000000050,stable_crop,100,100,28.69791292416425,40.65806488323813,28.69791292416425,100
stable,00000000000000000051,stable_crop,100,100,49.31890986633774,56.16528228651322,49.31890986633774,100
stable,00000000000000000052,stable_built,100,100,23.115572938524238,45.90419469643387,23.115572938524238,100
stable,00000000000000000053,stable_nature,100,100,9.719831615843225,66.74104699806831,9.719831615843225,100
stable,00000000000000000054,stable_built,100,100,26.014538205419548,61.99433663809916,26.014538205419548,100
stable,00000000000000000055,stable_crop,100,100,52.72426793757248,47.116878780825985,47.116878780825985,100
stable,00000000000000000056,stable_nature,100,100,51.50531794722024,56.894138395130646,51.50531794722024,100
stable,00000000000000000057,stable_crop,100,100,58.00006392491256,46.845377557752336,46.845377557752336,100
stable,00000000000000000058,stable_built,100,100,26.34211725617244,57.58549032877803,26.34211725617244,100
stable,00000000000000000059,stable_nature,100,100,53.48496147417912,44.560523193888386,44.560523193888386,100
stable,0000000000000000005b,stable_built,100,100,25.601366977556232,55.704274388628306,25.601366977556232,100
stable,0000000000000000005c,stable_nature,100,100,30.744026179469298,52.60894107184361,30.744026179469298,100
stable,0000000000000000005d,stable_nature,100,100,56.042737015964704,53.559083942161664,53.559083942161664,100
stable,0000000000000000005e,stable_nature,100,100,17.309259127435723,56.5578581854703,17.309259127435723,100
stable,0000000000000000005f,stable_crop,100,100,40.30024829510363,65.19673429636944,40.30024829510363,100
stable,00000000000000000060,stable_nature,100,100,20.46216041222833,56.648016742247684,20.46216041222833,100
stable,00000000000000000061,stable_nature,100,100,27.035742108984646,60.835053194660155,27.035742108984646,100
stable,00000000000000000062,stable_nature,100,100,9.56787227266158,49.89361371468292,9.56787227266158,100
stable,00000000000000000063,stable_crop,100,100,57.774548051136556,46.647978392152886,46.647978392152886,100
stable,00000000000000000064,stable_nature,100,100,24.648314034746797,55.837843895424484,24.648314034746797,100
stable,00000000000000000065,stable_nature,100,100,57.920123086049415,50.3071184136063,50.3071184136063,100
stable,00000000000000000066,stable_nature,100,100,49.38194899790489,60.94002279558197,49.38194899790489,100
stable,00000000000000000067,stable_built,100,100,31.51481111192396,36.28538407784267,31.51481111192396,100
stable,00000000000000000068,stable_nature,100,100,39.013914782714885,63.91753646431059,39.013914782714885,100
stable,00000000000000000069,stable_nature,100,100,49.50641930205249,49.8471328381044,49.50641930205249,100
stable,0000000000000000006a,stable_built,100,100,19.408252046658237,59.40696678956725,19.408252046658237,100
stable,0000000000000000006b,stable_crop,100,100,39.896157924335256,58.94830645736843,39.896157924335256,100
stable,0000000000000000006c,stable_nature,100,100,59.26192901736714,55.992178822989146,55.992178822989146,100
stable,0000000000000000006d,stable_nature,100,100,23.84544373991254,59.36247946242993,23.84544373991254,100
stable,0000000000000000006e,stable_crop,100,100,59.191453861343625,21.074886374149372,21.074886374149372,100
stable,0000000000000000006f,stable_nature,100,100,31.785177308799494,56.41967770755097,31.785177308799494,100
stable,00000000000000000070,stable_nature,100,100,22.623933462875925,60.546271037923105,22.623933462875925,100
stable,00000000000000000071,stable_built,100,100,41.285135128399524,47.73857309718743,41.285135128399524,100
stable,00000000000000000072,stable_nature,100,100,42.92005553885009,51.27332360899572,42.92005553885009,100
stable,00000000000000000074,stable_crop,100,100,28.06495731195964,61.19211872387884,28.06495731195964,100
stable,00000000000000000075,stable_nature,100,100,30.220344768137664,50.83040992420587,30.220344768137664,100
stable,00000000000000000077,stable_crop,100,100,6.225082867897922,63.115068923856946,6.225082867897922,100
stable,0000000000000000007a,stable_crop,100,100,44.92241630063479,46.26156989998377,44.92241630063479,100
stable,0000000000000000007b,stable_nature,100,100,9.014749584782875,58.05539823871649,9.014749584782875,100
stable,0000000000000000007c,stable_nature,100,100,30.802299745837953,59.32654204988203,30.802299745837953,100
stable,0000000000000000007d,stable_nature,100,100,20.020240325343206,64.09170480374027,20.020240325343206,100
stable,0000000000000000007e,stable_nature,9,100,3.523876689457245,52.888782901147266,3.523876689457245,9
stable,0000000000000000007f,stable_crop,100,100,47.70205421369897,55.393506075318214,47.70205421369897,100
stable,00000000000000000080,stable_nature,100,100,13.802452732363115,61.376162380155954,13.802452732363115,100
stable,00000000000000000081,stable_crop,100,100,62.67774087261818,48.26882016244587,48.26882016244587,100
stable,00000000000000000082,stable_built,100,100,52.68745059268839,62.9201969801681,52.68745059268839,100
stable,00000000000000000083,stable_built,100,100,31.34621613492366,59.02047397832891,31.34621613492366,100
stable,00000000000000000084,stable_crop,100,100,15.844929967122656,64.96873075866762,15.844929967122656,100
stable,00000000000000000086,stable_nature,100,100,58.70748552164826,28.420396621368834,28.420396621368834,100
stable,00000000000000000088,stable_nature,100,100,29.92506416669784,61.550291128616664,29.92506416669784,100
stable,00000000000000000089,stable_nature,100,100,52.85913050772768,42.10910431461595,42.10910431461595,100
stable,0000000000000000008a,stable_nature,100,100,46.0064353346549,49.95983132857841,46.0064353346549,100
stable,0000000000000000008d,stable_nature,100,100,5.663456714740371,59.302665157938236,5.663456714740371,100
stable,0000000000000000008f,stable_crop,100,100,37.63592883592586,55.72148175903065,37.63592883592586,100
stable,00000000000000000090,stable_nature,100,100,28.576579480133834,64.14227137862223,28.576579480133834,100
stable,00000000000000000091,stable_nature,100,100,58.57382898139136,57.90622819341559,57.90622819341559,100
stable,00000000000000000092,stable_nature,100,100,44.23087180723237,52.95363264765145,44.23087180723237,100
stable,00000000000000000093,stable_nature,100,100,49.22886581366244,55.57903729784512,49.22886581366244,100
stable,00000000000000000094,stable_built,100,100,2.696977135693362,61.446536856095676,2.696977135693362,100
stable,00000000000000000095,stable_nature,100,100,4.417150363227559,58.35226483446642,4.417150363227559,100
stable,00000000000000000096,stable_crop,100,100,51.05491152412962,54.03101844952015,51.05491152412962,100
stable,00000000000000000097,stable_nature,100,100,61.665378421333436,33.715590254335005,33.715590254335005,100
stable,00000000000000000098,stable_nature,100,100,12.453920606254552,63.08716731466654,12.453920606254552,100
stable,00000000000000000099,stable_nature,100,100,5.92266472167072,63.59764675111379,5.92266472167072,100
stable,0000000000000000009a,stable_nature,100,100,30.702516161468864,45.53500918357278,30.702516161468864,100
stable,0000000000000000009c,stable_nature,100,100,54.683205420668735,58.538649638097894,54.683205420668735,100
stable,0000000000000000009e,stable_nature,100,100,56.18394048081501,51.37958204730526,51.37958204730526,100
stable,0000000000000000009f,stable_nature,100,100,40.689230441691706,53.36288740115174,40.689230441691706,100
stable,000000000000000000a0,stable_nature,100,100,47.21041162274164,49.025850906422,47.21041162274164,100
stable,000000000000000000a2,stable_nature,100,100,58.997066375885794,35.311504541119945,35.311504541119945,100
stable,000000000000000000a3,stable_nature,100,100,26.008993944956618,48.68031685749616,26.008993944956618,100
stable,000000000000000000a4,stable_nature,100,100,26.26897307746833,66.92485085202975,26.26897307746833,100
stable,000000000000000000a5,stable_crop,100,100,47.468166261648456,57.4762194756042,47.468166261648456,100
stable,000000000000000000a6,stable_nature,99,100,3.5006215207694775,56.29117957020638,3.5006215207694775,99
stable,000000000000000000a7,stable_nature,100,100,45.954691776192696,49.30560100487026,45.954691776192696,100
stable,000000000000000000a9,stable_built,100,100,30.197013814848685,55.66283542223886,30.197013814848685,100
stable,000000000000000000aa,stable_nature,100,100,1.0798614198075425,56.78280429531256,1.0798614198075425,100
stable,000000000000000000ab,stable_crop,100,100,58.35930212908128,38.343858400434144,38.343858400434144,100
stable,000000000000000000ac,stable_nature,100,100,60.83212758884572,50.8788423540813,50.8788423540813,100
stable,000000000000000000ad,stable_crop,100,100,41.025492373211634,56.34410892792098,41.025492373211634,100
stable,000000000000000000ae,stable_nature,100,100,38.63274365657261,56.11320415301363,38.63274365657261,100
stable,000000000000000000b0,stable_crop,100,100,61.56401646580981,44.0794172986801,44.0794172986801,100
stable,000000000000000000b1,stable_built,100,100,3.929970215368922,55.11351506638237,3.929970215368922,100
stable,000000000000000000b2,stable_crop,100,100,30.86086737225114,62.664106426802306,30.86086737225114,100
stable,000000000000000000b3,stable_nature,100,100,3.5778082434475214,60.08757254299589,3.5778082434475214,100
stable,000000000000000000b4,stable_crop,100,100,34.545234834334536,49.185060754271035,34.545234834334536,100
stable,000000000000000000b5,stable_crop,100,100,61.14861440551853,41.264363996882935,41.264363996882935,100
stable,000000000000000000b6,stable_crop,100,100,55.06479032609996,53.47398112093209,53.47398112093209,100
stable,000000000000000000b7,stable_nature,100,100,39.493107224176676,57.515845665946394,39.493107224176676,100
stable,000000000000000000b9,stable_nature,100,100,15.200238001203479,61.579840090336404,15.200238001203479,100
stable,000000000000000000ba,stable_crop,100,100,32.85795272122706,57.30050727536279,32.85795272122706,100
stable,000000000000000000bb,stable_built,100,100,27.68921255125096,59.51501129902172,27.68921255125096,100
stable,000000000000000000bc,stable_nature,100,100,57.5737743365385,22.207210472704777,22.207210472704777,100
stable,000000000000000000bd,stable_built,100,100,8.260176942636157,22.455488692070578,8.260176942636157,100
stable,000000000000000000be,stable_built,100,100,26.80688244677289,57.08825857992585,26.80688244677289,100
stable,000000000000000000c1,stable_nature,100,100,34.37369156650991,50.439749816015436,34.37369156650991,100
stable,000000000000000000c2,stable_built,100,100,2.3251122895416265,55.50779104893242,2.3251122895416265,100
stable,000000000000000000c3,stable_crop,100,100,33.3235794509284,64.37718724802924,33.3235794509284,100
stable,000000000000000000c4,stable_nature,100,100,49.18526157974725,58.16683426445145,49.18526157974725,100
stable,000000000000000000c5,stable_nature,100,100,12.075728927592998,56.488998104743224,12.075728927592998,100
stable,000000000000000000c6,stable_nature,100,100,30.29457023151138,62.606865485031484,30.29457023151138,100
stable,000000000000000000c7,stable_crop,100,100,44.090427685655726,48.060213022454384,44.090427685655726,100
stable,000000000000000000c8,stable_built,100,100,26.751053650826876,47.954682487677076,26.751053650826876,100
stable,000000000000000000c9,stable_nature,100,100,55.63804946776495,40.499648667861976,40.499648667861976,100
stable,000000000000000000ca,stable_crop,100,100,57.00699205576171,29.49676638993593,29.49676638993593,100
stable,000000000000000000cb,stable_crop,100,100,46.471090186229304,49.67624049766464,46.471090186229304,100
stable,000000000000000000cc,stable_crop,100,100,51.5858541172812,42.945889580272265,42.945889580272265,100
stable,000000000000000000cd,stable_nature,100,100,12.082602778992047,57.00208294127224,12.082602778992047,100
stable,000000000000000000ce,stable_built,100,100,4.717050889062136,49.99857886927712,4.717050889062136,100
stable,000000000000000000cf,stable_crop,100,100,42.48281848071995,53.22933617726081,42.48281848071995,100
stable,000000000000000000d0,stable_nature,100,100,50.121862760984286,52.17780273781225,50.121862760984286,100
stable,000000000000000000d1,stable_nature,100,100,57.06889446578702,45.39020155614453,45.39020155614453,100
stable,000000000000000000d2,stable_nature,100,100,4.152929353050302,61.76794704428252,4.152929353050302,100
stable,000000000000000000d3,stable_crop,100,100,47.99410675285063,49.540927549869885,47.99410675285063,100
stable,000000000000000000d4,stable_crop,100,100,60.30743996352201,43.34051428502563,43.34051428502563,100
stable,000000000000000000d5,stable_crop,100,100,38.05173186882188,54.7465828038329,38.05173186882188,100
stable,000000000000000000d6,stable_crop,100,100,60.05281267615676,31.97655618621493,31.97655618621493,100
stable,000000000000000000d7,stable_nature,100,100,53.488545136357565,44.34471480412857,44.34471480412857,100
stable,000000000000000000d8,stable_crop,100,100,47.88307795957915,47.35294232811116,47.35294232811116,100
stable,000000000000000000db,stable_nature,100,100,11.073289901650872,64.18786449302273,11.073289901650872,100
stable,000000000000000000dc,stable_crop,100,100,51.457729559677574,47.91832888886722,47.91832888886722,100
stable,000000000000000000dd,stable_crop,100,100,48.019966871950615,63.0501832988664,48.019966871950615,100
stable,000000000000000000de,stable_nature,100,100,37.96341136184936,59.19707747550389,37.96341136184936,100
stable,000000000000000000df,stable_crop,100,100,41.88887595239177,55.572432380538,41.88887595239177,100
stable,000000000000000000e0,stable_nature,100,100,6.5926954647528815,62.22029259813994,6.5926954647528815,100
stable,000000000000000000e1,stable_built,100,100,25.610468775321998,61.91220258764213,25.610468775321998,100
stable,000000000000000000e5,stable_crop,100,100,47.82982880223699,54.42479122829748,47.82982880223699,100
stable,000000000000000000e6,stable_nature,100,100,45.60113227428546,63.78911276092164,45.60113227428546,100
stable,000000000000000000e7,stable_nature,100,100,29.727417199205085,64.05484354583682,29.727417199205085,100
stable,000000000000000000e8,stable_crop,100,100,46.13667490239464,52.77028430537701,46.13667490239464,100
stable,000000000000000000ea,stable_nature,100,100,62.17040580095674,46.3342336864063,46.3342336864063,100
stable,000000000000000000eb,stable_nature,100,100,53.77450572523417,56.27662925721693,53.77450572523417,100
stable,000000000000000000ec,stable_nature,100,100,4.6024510410463195,63.04773584368705,4.6024510410463195,100
stable,000000000000000000ee,stable_crop,100,100,50.701368375095,39.290810877797234,39.290810877797234,100
stable,000000000000000000ef,stable_crop,100,100,26.89419341144133,58.667819765509215,26.89419341144133,100
stable,000000000000000000f1,stable_nature,100,100,14.338627025383715,54.98200143670165,14.338627025383715,100
stable,000000000000000000f3,stable_nature,100,100,48.26725776036942,63.81186096173527,48.26725776036942,100
stable,000000000000000000f4,stable_crop,100,100,53.06888754949138,40.40425455804116,40.40425455804116,100
stable,000000000000000000f5,stable_nature,100,100,28.532945506698148,57.23436588120622,28.532945506698148,100
stable,000000000000000000f6,stable_nature,100,100,23.584170684564445,65.62296134033275,23.584170684564445,100
stable,000000000000000000f7,stable_nature,100,100,5.303100741635493,62.814743600389384,5.303100741635493,100
stable,000000000000000000f9,stable_nature,100,100,13.786423667357578,62.236849254056,13.786423667357578,100
stable,000000000000000000fa,stable_built,100,100,45.767766698263266,64.3488279586561,45.767766698263266,100
stable,000000000000000000fb,stable_crop,100,100,47.59926615268061,61.30306278519173,47.59926615268061,100
stable,000000000000000000fc,stable_crop,100,100,54.1881179447094,56.30320564554815,54.1881179447094,100
stable,000000000000000000fd,stable_nature,100,100,52.17645506244018,49.01345105533661,49.01345105533661,100
stable,000000000000000000fe,stable_nature,100,100,41.4943935542209,55.266984629463465,41.4943935542209,100
stable,000000000000000000ff,stable_nature,100,100,25.367588262816643,55.5818277722324,25.367588262816643,100
stable,00000000000000000100,stable_nature,100,100,21.763528570737034,56.450715573061444,21.763528570737034,100
