dataset,parent_id,parent_label,n_bad,n_good,n_eff_300m_bad,n_eff_300m_good,n_eff_min_300m,n_min
candidate,00000000000000000231,built_loss,100,100,43.354294210141,50.50785514229819,43.354294210141,100
candidate,0000000000000000024c,built_loss,100,100,23.06521123005575,41.62965106401166,23.06521123005575,100
candidate,0000000000000000026d,built_loss,100,100,27.046851098647263,51.24956188932991,27.046851098647263,100
candidate,00000000000000000278,built_loss,100,100,39.15331841929135,40.083377247579335,39.15331841929135,100
candidate,00000000000000000281,crop_loss,100,100,50.912824155675686,37.71951770646179,37.71951770646179,100
candidate,0000000000000000028c,crop_loss,100,100,4.165050402438716,46.007687935517204,4.165050402438716,100
candidate,0000000000000000028d,crop_loss,100,100,30.471381441949518,54.0489144681711,30.471381441949518,100
candidate,00000000000000000291,crop_loss,100,100,15.570556578381172,56.70305236897352,15.570556578381172,100
candidate,00000000000000000293,built_loss,100,100,28.61817691876484,31.94366717734132,28.61817691876484,100
candidate,000000000000000002a4,built_loss,100,100,11.045380963158465,55.34796342295282,11.045380963158465,100
candidate,000000000000000002c5,crop_loss,100,100,30.29257313558997,48.19843151887072,30.29257313558997,100
candidate,000000000000000002cc,crop_loss,100,100,15.263419424256947,51.02636590108102,15.263419424256947,100
candidate,000000000000000002dc,crop_loss,100,100,47.730451613745956,46.70319187466492,46.70319187466492,100
candidate,000000000000000002e4,crop_loss,100,100,52.258884563473735,40.558835556843896,40.558835556843896,100
candidate,000000000000000002ec,crop_loss,100,100,48.489749954112575,44.04295784502903,44.04295784502903,100
candidate,00000000000000000314,crop_loss,100,100,29.856244447878883,56.3053320800501,29.856244447878883,100
candidate,00000000000000000316,built_loss,100,100,1.9920737976327896,54.52352168045536,1.9920737976327896,100
candidate,00000000000000000335,crop_loss,100,100,47.6882051311601,49.91913002859003,47.6882051311601,100
candidate,0000000000000000033a,crop_loss,100,100,48.51313822361627,30.48859867163438,30.48859867163438,100
candidate,0000000000000000034d,built_loss,100,100,6.168251760524193,61.00069091373146,6.168251760524193,100
candidate,00000000000000000356,built_loss,100,100,38.022727083744165,32.21521516518444,32.21521516518444,100
candidate,00000000000000000362,built_loss,100,100,43.320868531472975,52.33742484021298,43.320868531472975,100
candidate,00000000000000000363,built_loss,100,100,25.499945743978536,52.625236516122534,25.499945743978536,100
candidate,00000000000000000364,built_loss,100,100,55.89491718827835,45.481467978836946,45.481467978836946,100
candidate,00000000000000000375,built_loss,100,100,37.11046807662436,34.987318032494436,34.987318032494436,100
candidate,00000000000000000380,built_loss,100,100,28.962274015855474,50.91878185130779,28.962274015855474,100
candidate,00000000000000000384,built_loss,100,100,17.966485079720133,48.37917998469071,17.966485079720133,100
candidate,0000000000000000039e,built_loss,100,100,8.16933972008988,58.01906470309045,8.16933972008988,100
candidate,000000000000000003a1,built_loss,100,100,20.086541254538236,38.6229992925794,20.086541254538236,100
candidate,000000000000000003a2,crop_loss,100,100,45.544501007789,28.987988110213266,28.987988110213266,100
candidate,000000000000000003a5,built_loss,100,100,22.91765671500905,56.14815591608936,22.91765671500905,100
candidate,000000000000000003b0,crop_loss,100,100,53.90158483424656,48.26233710214425,48.26233710214425,100
candidate,000000000000000003b7,built_loss,100,100,14.32350033153905,57.25424759545027,14.32350033153905,100
candidate,000000000000000003bf,built_loss,100,100,44.135717255130096,46.60802751555816,44.135717255130096,100
candidate,000000000000000003c7,crop_loss,100,100,28.785789781750307,54.517904277729855,28.785789781750307,100
candidate,000000000000000003c8,crop_loss,100,100,36.403929171980266,48.98000435122089,36.403929171980266,100
candidate,000000000000000003d2,built_loss,100,100,47.70899086688662,43.119595128044736,43.119595128044736,100
candidate,000000000000000003f1,crop_loss,100,100,48.25114158596986,50.93595348610786,48.25114158596986,100
candidate,000000000000000003f2,crop_loss,100,100,34.87383391492975,44.62009131189276,34.87383391492975,100
candidate,000000000000000003f8,built_loss,100,100,6.475383943500055,59.21999783785869,6.475383943500055,100
