parent_id,parent_label,min_dist_m,n_good,n_bad,m_g,m_b,dor
000000000000000000e2,built_loss,500,197,194,0.041661274751568736,0.06630557603451806,0.6141290178526577
000000000000000000e2,built_loss,1000,182,167,0.046153206941122106,0.07528396543447358,0.6199416863973596
000000000000000000e2,built_loss,2000,143,78,0.06894725387466649,0.08934858070614551,0.5644405043391556
000000000000000000f0,built_loss,0,200,200,0.024168652913078792,0.04052467662459682,0.6264119796210202
000000000000000000f0,built_loss,500,196,192,0.0331215456739196,0.04359711869023528,0.5682726498303952
000000000000000000f0,built_loss,1000,189,151,0.03497106941841912,0.06256487330038896,0.641454540303356
000000000000000000f0,built_loss,2000,163,15,0.0360932701651278,0.2081027304029126,0.8521954901717429
000000000000000000f8,built_loss,0,200,200,0.06082141759936914,0.072463641579115,0.5436741524159441
000000000000000000f8,built_loss,500,197,197,0.06082141759936914,0.07360984582831254,0.5475649335644601
000000000000000000f8,built_loss,1000,190,184,0.06082141759936914,0.07360984582831254,0.5475649335644601
000000000000000000f8,built_loss,2000,143,101,0.06623811601564836,0.08506414249110647,0.5622133028949241
00000000000000000114,built_loss,0,200,200,0.04108885906827538,0.05087037455658694,0.553183976755982
00000000000000000114,built_loss,500,189,190,0.047508769036007384,0.05944693124886726,0.55580891051132
00000000000000000114,built_loss,1000,172,174,0.04881906797686564,0.0803564305293171,0.6220717663795113
00000000000000000114,built_loss,2000,59,85,0.0621259648134556,0.09449418987196245,0.6033335240994809
0000000000000000011c,built_loss,0,200,200,0.04384119512548701,0.08323825030139867,0.6550095495076286
0000000000000000011c,built_loss,500,194,200,0.04384119512548701,0.08323825030139867,0.6550095495076286
0000000000000000011c,built_loss,1000,182,151,0.04384119512548701,0.08323825030139867,0.6550095495076286
0000000000000000011c,built_loss,2000,126,106,0.04386714714377125,0.11892670389864775,0.7305356015377302
00000000000000000151,built_loss,0,200,200,0.17341271921669457,0.0272654499789307,0.13586654735830234
00000000000000000151,built_loss,500,196,129,0.17341271921669457,0.10969595636368361,0.3874694272028837
00000000000000000151,built_loss,1000,189,128,0.17341271921669457,0.10969595636368361,0.3874694272028837
00000000000000000151,built_loss,2000,128,128,0.18629395345459604,0.10969595636368361,0.37060708059494274
00000000000000000161,built_loss,0,200,200,0.03583814216340049,0.09689755138519474,0.730003729923557
00000000000000000161,built_loss,500,194,192,0.0383523964681568,0.09689755138519474,0.7164331884958811
00000000000000000161,built_loss,1000,183,167,0.0383523964681568,0.11243084434635245,0.7456454957346165
00000000000000000161,built_loss,2000,112,90,0.04308104751146587,0.13433988131069136,0.7571817045586177
0000000000000000016a,built_loss,0,200,200,0.08998086245128505,0.005942238257653809,0.06194793760496232
0000000000000000016a,built_loss,500,197,161,0.08998086245128505,0.037506838699887045,0.29419966287664145
0000000000000000016a,built_loss,1000,182,133,0.12250985508849996,0.042978344573516035,0.25970639997917033
00000000000000000176,built_loss,0,200,200,0.04361209523310885,0.040856893788913176,0.48369104758407405
00000000000000000176,built_loss,500,193,196,0.04429119640542791,0.05363195213517256,0.5476943187992798
00000000000000000176,built_loss,1000,184,191,0.04429119640542791,0.05363195213517256,0.5476943187992798
00000000000000000176,built_loss,2000,116,170,0.04549090605942909,0.05584023252671466,0.551066861631014
000000000000000001a8,built_loss,0,200,200,0.04959483854920439,0.05176902964654213,0.5107246849149326
000000000000000001a8,built_loss,500,198,198,0.04959483854920439,0.06296060400369778,0.5593741410909232
000000000000000001a8,built_loss,1000,189,189,0.04959483854920439,0.06340433235065246,0.5611044032020563
000000000000000001a8,built_loss,2000,119,140,0.04974866429291258,0.07379516097817367,0.5973197026694874
000000000000000001be,built_loss,0,200,200,0.04394992847130037,0.056524167395890904,0.5625745313502809
000000000000000001be,built_loss,500,192,196,0.04394992847130037,0.056524167395890904,0.5625745313502809
000000000000000001be,built_loss,1000,167,188,0.05489650670482034,0.08902314052636251,0.6185614142226402
000000000000000001be,built_loss,2000,108,185,0.06107424210699217,0.08902314052636251,0.593102550916745
000000000000000001cd,built_loss,0,200,200,0.029377277045408157,0.05020962502474957,0.6308779927111339
000000000000000001cd,built_loss,500,193,199,0.029377277045408157,0.05020962502474957,0.6308779927111339
000000000000000001cd,built_loss,1000,179,182,0.029825622868697232,0.05020962502474957,0.6273439059121516
000000000000000001cd,built_loss,2000,94,150,0.032678002315588706,0.05396571084749435,0.6228462386566448
000000000000000001e5,built_loss,0,200,200,0.05528950392019434,0.11051353091753738,0.6665350307069369
000000000000000001e5,built_loss,500,187,185,0.06048515749186978,0.11468080399603638,0.6546979962388383
000000000000000001e5,built_loss,1000,145,166,0.06304278752206646,0.15456088044581712,0.7102861908923276
000000000000000001e5,built_loss,2000,44,120,0.141848829245416,0.1644240013784517,0.5368546764105343
00000000000000000206,built_loss,0,200,200,0.030427004092279296,0.02325794315283487,0.43323025067363424
00000000000000000206,built_loss,500,196,195,0.030427004092279296,0.025249462984457717,0.45350332572653584
