parent_id,parent_label,min_dist_m,n_good,n_bad,dor_knn
00000000000000000407,built_loss,0,200,200,0.5032245814396961
0000000000000000040f,built_loss,0,200,200,0.6096097646717805
00000000000000000426,built_loss,0,200,200,0.6091049004067056
0000000000000000042b,built_loss,0,200,200,0.5871383280744135
00000000000000000442,built_loss,0,200,200,0.43360015610391756
00000000000000000465,built_loss,0,200,200,0.6840081598364803
0000000000000000047e,built_loss,0,200,200,0.49387068468004053
00000000000000000490,built_loss,0,200,200,0.5055718396882527
000000000000000004c0,built_loss,0,200,200,0.5834704682460584
000000000000000004c5,built_loss,0,200,200,0.5765837281263716
000000000000000004d2,built_loss,0,200,200,0.8469256934382544
000000000000000004d9,built_loss,0,200,200,0.5633156484066808
000000000000000004eb,built_loss,0,200,200,0.5550760433703429
000000000000000004f5,built_loss,0,185,200,0.502191207808141
000000000000000004f7,built_loss,0,200,200,0.4200121495616968
000000000000000004fe,built_loss,0,200,200,0.5380063691162611
0000000000000000051d,built_loss,0,200,200,0.2602162025795656
00000000000000000559,built_loss,0,200,200,0.5669523798812336
00000000000000000576,built_loss,0,200,200,0.2024299486876991
00000000000000000577,built_loss,0,200,200,0.3583858795584882
0000000000000000057f,built_loss,0,200,200,0.46824445235288686
00000000000000000594,built_loss,0,200,200,0.29804589550446525
000000000000000005ad,built_loss,0,200,200,0.5426707876696856
000000000000000005bd,built_loss,0,200,200,0.6256231097850304
000000000000000005bf,built_loss,0,200,200,0.42823679908100615
000000000000000005cc,built_loss,0,200,200,0.32732343952833015
000000000000000005de,built_loss,0,200,200,0.33911967584073865
000000000000000005e7,built_loss,0,200,200,0.46926744155043765
000000000000000005f9,built_loss,0,200,200,0.48858077491594837
0000000000000000061c,built_loss,0,200,200,0.3654887359836817
00000000000000000624,built_loss,0,200,200,0.48798095147399806
00000000000000000626,built_loss,0,200,200,0.4756254924402055
0000000000000000062a,built_loss,0,200,200,0.5259331612495198
00000000000000000636,built_loss,0,200,200,0.5865228063800981
0000000000000000064a,built_loss,0,200,200,0.048171870264652576
0000000000000000064d,built_loss,0,200,200,0.3990549149465834
00000000000000000694,built_loss,0,200,200,0.0881678140984425
0000000000000000069d,built_loss,0,200,200,0.675190499056457
