strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss
spatial_thin_150_cap100,158,0.07959019895225586,0.15524227327865958,80.19728585973752,53.99492734449015,0.9810126582278481,0.9367088607594937,0.879746835443038,0.8891243199950006,0,0.0791753716585421,78.29120964702807,0.5128564383410119,90,0.07962182434215384,82.69947149043789,0.4666275147746596,68
spatial_thin_250_cap150,158,0.08071931256593268,0.17708266920872,68.60516101788832,42.92038703911214,0.9620253164556962,0.9050632911392406,0.8291139240506329,0.8744173631456421,0,0.08073682029800466,64.56716402784409,0.5104018034041955,90,0.08014281347381028,77.61538748611365,0.4676916309315978,68
hybrid_150_diverse_100,158,0.08206161687238525,0.14506112130336088,81.39132988199069,53.84004966781431,0.9810126582278481,0.9430379746835443,0.879746835443038,0.8742372594666842,0,0.08208542717862377,78.47396393283032,0.5142783095851355,90,0.08162395697606353,84.24524856968804,0.43452161140820483,68
spatial_thin_250_cap100,158,0.08557557940807514,0.1770838887444859,69.34243277166166,43.5068665370503,0.9620253164556962,0.9050632911392406,0.8291139240506329,0.8751619093767767,0,0.08532459124253694,64.8538745498756,0.5121979262857153,90,0.08588492079666872,78.03032689717497,0.46105954035378427,68
hybrid_300_diverse_100,158,0.09305739813065891,0.19302811554184238,58.04905825251885,35.085242261157035,0.9556962025316456,0.8734177215189873,0.8037974683544303,0.8672872395199185,0,0.09302140941101623,53.16179205846613,0.5211578614523527,90,0.09310099109678172,64.04206237559555,0.46635945708192605,68
spatial_thin_300_cap100,158,0.09370184099609533,0.18955396509889957,58.595295212383164,35.040797914076116,0.9556962025316456,0.8734177215189873,0.810126582278481,0.8697439510051633,0,0.09559388375771102,54.66897080611132,0.5131403654730478,90,0.09016468753582776,65.11179837667409,0.45568193085865105,68
spatial_thin_300_cap150,158,0.09394814631195722,0.19600686706780088,58.17633150716044,35.73418745339398,0.9556962025316456,0.8607594936708861,0.810126582278481,0.8704638055908507,0,0.09733444067243097,54.10039182863858,0.5142247217099545,90,0.08879393268808174,64.52938769929327,0.4561664307388672,68
hybrid_300_diverse_150,158,0.09394814631195722,0.19600686706780088,58.17633150716044,35.73418745339398,0.9556962025316456,0.8607594936708861,0.810126582278481,0.8704638055908507,0,0.09733444067243097,54.10039182863858,0.5142247217099545,90,0.08879393268808174,64.52938769929327,0.4561664307388672,68
fscs_60,158,0.0944342415935813,0.17779317538887576,43.226606893194386,29.042569056925245,0.930379746835443,0.8544303797468354,0.740506329113924,0.9044887972013033,0,0.09293514388887525,40.5259346889358,0.5191392719124419,90,0.09653583314124914,45.54275932843714,0.4670777160033922,68
random_60,158,0.09660247784301268,0.15971690969809987,40.354348714915446,26.923779611410055,0.9430379746835443,0.8481012658227848,0.7215189873417721,0.9089945966636401,0,0.09346325290137339,38.1879674136937,0.5256508612868588,90,0.09882983045747326,43.15304575044263,0.4565319598805796,68
feature_diverse_60,158,0.1004778236395481,0.1406646462049927,43.892717226367516,33.19199359810575,0.9430379746835443,0.8924050632911392,0.7974683544303798,0.8595189183535402,0,0.1004778236395481,38.984588502883824,0.522656864175717,90,0.10051637639242085,46.74052986313782,0.4005718843824846,68
spatial_thin_150_cap60,158,0.10092915024004279,0.1996165372573729,52.78978079431348,46.30266490295828,0.9810126582278481,0.9367088607594937,0.879746835443038,0.8914612429464109,0,0.09499964115012058,51.73190392130538,0.5044594593749441,90,0.10516466542912767,53.78800796718004,0.47057609762988717,68
spatial_thin_100_cap60,158,0.10329655198664231,0.18616306724622964,48.00231331190234,37.99617312827458,0.9810126582278481,0.930379746835443,0.8544303797468354,0.9017105947954518,0,0.10291068406294873,46.573135929805645,0.5148135163884916,90,0.1047305770938255,48.625523664820264,0.4506187280033881,68
spatial_thin_250_cap60,158,0.10423319640630146,0.2294553514558852,58.56742745796519,43.36468430176638,0.9556962025316456,0.9113924050632911,0.8417721518987342,0.8810763354348181,0,0.10281754561640774,58.22947877622845,0.5079212706392664,90,0.10637358106377029,58.84880109281706,0.4537159084485006,68
spatial_thin_300_cap60,158,0.10666574933163908,0.22720948095057594,57.65035102588952,34.855961022230716,0.9556962025316456,0.8670886075949367,0.810126582278481,0.8812493053751063,0,0.10591700868506793,54.004663302170854,0.5116578062398687,90,0.1075218114991543,59.624107833922025,0.46846645227394934,68
random_40,158,0.11641200972466875,0.20527753491316156,30.120861293285607,21.99864557103514,0.9113924050632911,0.810126582278481,0.5063291139240507,0.9039890191876302,0,0.11667680468037789,29.059774168563827,0.5282571067964688,90,0.11559932606038878,31.355895694013782,0.46518705677794414,68
