strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss
random_200,158,0.053176847809278616,0.09651915041011068,76.26032138273332,41.671477380929915,0.9430379746835443,0.8734177215189873,0.8227848101265823,0.9115494736662181,0,0.05146703691137243,69.5425180060564,0.5214722313810917,90,0.05670972812325148,86.55047210878222,0.46339102647356867,68
fscs_200,158,0.053176847809278616,0.09651915041011068,76.26032138273332,41.671477380929915,0.9430379746835443,0.8734177215189873,0.8227848101265823,0.9115494736662181,0,0.05146703691137243,69.5425180060564,0.5214722313810917,90,0.05670972812325148,86.55047210878222,0.46339102647356867,68
random_150,158,0.06160916818447931,0.11244026018289,68.85696587522196,40.91961331819914,0.9430379746835443,0.8670886075949367,0.8037974683544303,0.9109136887840092,0,0.061222143274952845,61.92543761199745,0.5272863636018372,90,0.06160916818447931,76.74246628145178,0.46656663297615375,68
feature_diverse_150,158,0.06180968432491041,0.10372180091853839,74.20830824776678,44.630633896523435,0.9493670886075949,0.879746835443038,0.8417721518987342,0.9014748160688102,0,0.060471447572780446,67.38447604852698,0.5271638734782166,90,0.06579948455554668,82.20875915231338,0.45125970187195985,68
fscs_150,158,0.06500777830929644,0.1085972860334049,69.27017217182191,40.83680872079071,0.9430379746835443,0.8670886075949367,0.8291139240506329,0.9110123714476663,0,0.06056799014145907,62.59756857280911,0.5147774065502857,90,0.06711970644228835,79.80398712441237,0.4666357693677925,68
spatial_thin_100_cap150,158,0.06837876361468026,0.13559643926960208,86.50461229324162,54.02699132234287,0.9810126582278481,0.930379746835443,0.8734177215189873,0.8937639285965945,0,0.06641941171226512,79.41126462617635,0.508894133667616,90,0.07214566820774668,95.68226770827096,0.451193560154844,68
spatial_thin_150_cap150,158,0.07063417325060267,0.1478540092463429,85.42502423250114,54.02705940091144,0.9810126582278481,0.9367088607594937,0.879746835443038,0.8864145308154129,0,0.06858530372087218,79.04510066718902,0.5093253967415547,90,0.07410237724503543,96.02397547957352,0.46481946526287726,68
hybrid_150_diverse_150,158,0.0713783477788198,0.16407252399750988,86.08100755916718,54.028445199333596,0.9810126582278481,0.9367088607594937,0.879746835443038,0.8855999287623295,0,0.06776906935016289,78.86028466266362,0.5010539992797649,90,0.07489434279167202,96.07829611064906,0.4581614724360329,68
random_100,158,0.07360636451259489,0.12959959567810353,55.12942876686266,34.023396897277905,0.9493670886075949,0.8607594936708861,0.7848101265822784,0.9125685266784169,0,0.06821217375948482,51.8680440469887,0.5126297208421483,90,0.07604977435503446,59.8546344924176,0.45716515192234525,68
fscs_100,158,0.07420039319169558,0.1369370611222186,57.31158246038315,36.250110954255916,0.9430379746835443,0.8670886075949367,0.7974683544303798,0.9077048670084922,0,0.07130221913342336,54.67596074042581,0.5121187969179624,90,0.07920192031687981,64.40700393308492,0.4468953311129422,68
feature_diverse_100,158,0.07634953208689937,0.12031411532410358,62.21783795000937,40.169190085839666,0.9430379746835443,0.8924050632911392,0.8227848101265823,0.8839773233456177,0,0.07505731621917627,54.64126703337685,0.5220728561764542,90,0.07860193996127408,67.12443901056042,0.42172482134892253,68
spatial_thin_100_cap100,158,0.07852165245670054,0.15666514186198857,68.6650050788746,51.84637461639457,0.9810126582278481,0.930379746835443,0.8734177215189873,0.8977612452756296,0,0.07872498941282363,66.86161364429427,0.5065996590052286,90,0.07808679333825203,72.40771096314771,0.44734096269638396,68
