strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
fscs_60,00000000000000000356,built_loss,test_site,60,60,15.357497716117587,18.832654441127822,15.357497716117587,0.5476344120905617,0.4786866625635335,0.6285578882294257,0.14987122566589223
fscs_60,00000000000000000362,built_loss,test_site,60,60,24.014136365751348,20.32870544828637,20.32870544828637,0.5436777891294913,0.4979395734897476,0.5813741062331297,0.08343453274338208
fscs_60,00000000000000000363,built_loss,test_site,60,60,24.153746580734108,12.166211591505618,12.166211591505618,0.24417684292244707,0.2109472549948028,0.28518327670128973,0.07423602170648694
fscs_60,00000000000000000364,built_loss,test_site,60,60,22.871863126287785,30.984899373295917,22.871863126287785,0.6152403925647322,0.5523653617907336,0.6810332302841314,0.12866786849339784
fscs_60,00000000000000000380,built_loss,test_site,60,60,25.079730292192934,15.355891429746707,15.355891429746707,0.5150352972149417,0.47236932655471375,0.5612741106255773,0.08890478407086355
fscs_60,00000000000000000384,built_loss,test_site,60,60,24.355658246703438,7.553204328778918,7.553204328778918,0.568654155609653,0.534201909092451,0.6126613345834132,0.07845942549096219
fscs_60,0000000000000000039e,built_loss,test_site,60,60,27.6709450390988,5.187452561647106,5.187452561647106,0.47721332191782323,0.4437579324556235,0.5105781294182477,0.06682019696262415
fscs_60,000000000000000003a1,built_loss,test_site,60,60,19.858955380543776,9.512836721358887,9.512836721358887,0.6224213357568996,0.5659779908786177,0.6712034896869886,0.10522549880837095
fscs_60,000000000000000003a5,built_loss,test_site,60,60,27.8139008905606,9.694977057549796,9.694977057549796,0.3850915831092529,0.32879140286217284,0.4631791480067268,0.13438774514455398
fscs_60,000000000000000003b7,built_loss,test_site,60,60,29.07519943462905,12.022929714951337,12.022929714951337,0.5024300097391302,0.4593144864796942,0.5223903362710483,0.06307584979135406
fscs_60,000000000000000003bf,built_loss,test_site,60,60,19.970903166190148,23.4305663540751,19.970903166190148,0.5381110880461593,0.5168484326880756,0.5827502827723514,0.06590185008427585
fscs_60,000000000000000003f8,built_loss,test_site,60,60,29.004579164286653,3.0868883946598,3.0868883946598,0.23295031311642275,0.19680283699126364,0.25829331082397927,0.061490473832715636
