parent_id,parent_label,min_dist_m,n_good,n_bad,n_min
0000000000000000000b,stable_nature,0,100,100,100
0000000000000000000b,stable_nature,30,100,100,100
0000000000000000000b,stable_nature,50,100,100,100
0000000000000000000b,stable_nature,100,99,100,99
0000000000000000000b,stable_nature,200,99,100,99
0000000000000000000b,stable_nature,300,99,99,99
0000000000000000000b,stable_nature,500,99,98,98
0000000000000000000b,stable_nature,1000,85,82,82
0000000000000000001a,stable_nature,0,100,100,100
0000000000000000001a,stable_nature,30,100,100,100
0000000000000000001a,stable_nature,50,100,100,100
0000000000000000001a,stable_nature,100,100,100,100
0000000000000000001a,stable_nature,200,99,99,99
0000000000000000001a,stable_nature,300,99,98,98
0000000000000000001a,stable_nature,500,97,90,90
0000000000000000001a,stable_nature,1000,85,81,81
000000000000000003ad,stable_nature,0,100,100,100
000000000000000003ad,stable_nature,30,100,100,100
000000000000000003ad,stable_nature,50,100,100,100
000000000000000003ad,stable_nature,100,100,99,99
000000000000000003ad,stable_nature,200,100,96,96
000000000000000003ad,stable_nature,300,100,95,95
000000000000000003ad,stable_nature,500,98,93,93
000000000000000003ad,stable_nature,1000,83,83,83
00000000000000000330,stable_built,0,100,100,100
00000000000000000330,stable_built,30,100,100,100
00000000000000000330,stable_built,50,100,100,100
00000000000000000330,stable_built,100,100,100,100
00000000000000000330,stable_built,200,99,99,99
00000000000000000330,stable_built,300,99,99,99
00000000000000000330,stable_built,500,97,98,97
00000000000000000330,stable_built,1000,90,91,90
00000000000000000496,stable_built,0,100,100,100
00000000000000000496,stable_built,30,100,100,100
00000000000000000496,stable_built,50,100,100,100
00000000000000000496,stable_built,100,100,100,100
00000000000000000496,stable_built,200,99,100,99
00000000000000000496,stable_built,300,96,100,96
00000000000000000496,stable_built,500,94,100,94
00000000000000000496,stable_built,1000,82,93,82
00000000000000000647,stable_built,0,100,100,100
00000000000000000647,stable_built,30,100,100,100
00000000000000000647,stable_built,50,100,100,100
00000000000000000647,stable_built,100,100,100,100
00000000000000000647,stable_built,200,98,99,98
00000000000000000647,stable_built,300,97,99,97
00000000000000000647,stable_built,500,93,91,91
00000000000000000647,stable_built,1000,75,78,75
00000000000000000649,stable_built,0,100,100,100
00000000000000000649,stable_built,30,100,100,100
00000000000000000649,stable_built,50,100,100,100
00000000000000000649,stable_built,100,100,100,100
00000000000000000649,stable_built,200,100,99,99
00000000000000000649,stable_built,300,99,97,97
00000000000000000649,stable_built,500,97,89,89
00000000000000000649,stable_built,1000,91,61,61
00000000000000000354,stable_nature,0,100,100,100
00000000000000000354,stable_nature,30,100,100,100
00000000000000000354,stable_nature,50,100,100,100
00000000000000000354,stable_nature,100,100,100,100
00000000000000000354,stable_nature,200,99,100,99
00000000000000000354,stable_nature,300,97,100,97
00000000000000000354,stable_nature,500,91,100,91
00000000000000000354,stable_nature,1000,69,97,69
00000000000000000512,stable_nature,0,100,100,100
00000000000000000512,stable_nature,30,100,100,100
00000000000000000512,stable_nature,50,99,100,99
00000000000000000512,stable_nature,100,99,100,99
00000000000000000512,stable_nature,200,98,100,98
00000000000000000512,stable_nature,300,95,100,95
00000000000000000512,stable_nature,500,86,99,86
00000000000000000512,stable_nature,1000,62,86,62
00000000000000000259,stable_built,0,100,100,100
00000000000000000259,stable_built,30,100,97,97
00000000000000000259,stable_built,50,100,94,94
00000000000000000259,stable_built,100,100,85,85
00000000000000000259,stable_built,200,100,68,68
00000000000000000259,stable_built,300,98,44,44
00000000000000000259,stable_built,500,94,9,9
00000000000000000259,stable_built,1000,76,0,0
000000000000000000bf,stable_nature,0,100,0,0
000000000000000000bf,stable_nature,30,100,0,0
000000000000000000bf,stable_nature,50,100,0,0
000000000000000000bf,stable_nature,100,99,0,0
000000000000000000bf,stable_nature,200,99,0,0
000000000000000000bf,stable_nature,300,99,0,0
000000000000000000bf,stable_nature,500,97,0,0
000000000000000000bf,stable_nature,1000,86,0,0
000000000000000001f7,stable_nature,0,100,0,0
000000000000000001f7,stable_nature,30,100,0,0
000000000000000001f7,stable_nature,50,100,0,0
000000000000000001f7,stable_nature,100,100,0,0
000000000000000001f7,stable_nature,200,100,0,0
000000000000000001f7,stable_nature,300,100,0,0
000000000000000001f7,stable_nature,500,99,0,0
000000000000000001f7,stable_nature,1000,92,0,0
00000000000000000236,stable_nature,0,100,0,0
00000000000000000236,stable_nature,30,100,0,0
00000000000000000236,stable_nature,50,100,0,0
00000000000000000236,stable_nature,100,100,0,0
00000000000000000236,stable_nature,200,100,0,0
00000000000000000236,stable_nature,300,100,0,0
00000000000000000236,stable_nature,500,99,0,0
00000000000000000236,stable_nature,1000,95,0,0
00000000000000000289,stable_nature,0,100,17,17
00000000000000000289,stable_nature,30,100,17,17
00000000000000000289,stable_nature,50,100,17,17
00000000000000000289,stable_nature,100,100,17,17
00000000000000000289,stable_nature,200,100,17,17
00000000000000000289,stable_nature,300,100,17,17
00000000000000000289,stable_nature,500,99,17,17
00000000000000000289,stable_nature,1000,90,17,17
00000000000000000315,stable_nature,0,100,0,0
00000000000000000315,stable_nature,30,100,0,0
00000000000000000315,stable_nature,50,100,0,0
00000000000000000315,stable_nature,100,100,0,0
00000000000000000315,stable_nature,200,100,0,0
00000000000000000315,stable_nature,300,100,0,0
00000000000000000315,stable_nature,500,98,0,0
00000000000000000315,stable_nature,1000,90,0,0
000000000000000003a0,stable_nature,0,100,0,0
000000000000000003a0,stable_nature,30,100,0,0
000000000000000003a0,stable_nature,50,100,0,0
000000000000000003a0,stable_nature,100,100,0,0
000000000000000003a0,stable_nature,200,100,0,0
000000000000000003a0,stable_nature,300,100,0,0
000000000000000003a0,stable_nature,500,98,0,0
000000000000000003a0,stable_nature,1000,91,0,0
00000000000000000425,stable_nature,0,100,0,0
00000000000000000425,stable_nature,30,100,0,0
00000000000000000425,stable_nature,50,100,0,0
00000000000000000425,stable_nature,100,100,0,0
00000000000000000425,stable_nature,200,99,0,0
00000000000000000425,stable_nature,300,98,0,0
00000000000000000425,stable_nature,500,98,0,0
00000000000000000425,stable_nature,1000,92,0,0
0000000000000000048e,stable_nature,0,100,0,0
0000000000000000048e,stable_nature,30,100,0,0
0000000000000000048e,stable_nature,50,99,0,0
0000000000000000048e,stable_nature,100,99,0,0
0000000000000000048e,stable_nature,200,99,0,0
0000000000000000048e,stable_nature,300,99,0,0
0000000000000000048e,stable_nature,500,99,0,0
0000000000000000048e,stable_nature,1000,88,0,0
000000000000000004fa,stable_nature,0,100,0,0
000000000000000004fa,stable_nature,30,100,0,0
000000000000000004fa,stable_nature,50,100,0,0
000000000000000004fa,stable_nature,100,100,0,0
000000000000000004fa,stable_nature,200,100,0,0
000000000000000004fa,stable_nature,300,100,0,0
000000000000000004fa,stable_nature,500,100,0,0
000000000000000004fa,stable_nature,1000,92,0,0
00000000000000000523,stable_nature,0,100,0,0
00000000000000000523,stable_nature,30,100,0,0
00000000000000000523,stable_nature,50,100,0,0
00000000000000000523,stable_nature,100,100,0,0
00000000000000000523,stable_nature,200,100,0,0
00000000000000000523,stable_nature,300,99,0,0
00000000000000000523,stable_nature,500,99,0,0
00000000000000000523,stable_nature,1000,97,0,0
00000000000000000553,stable_nature,0,100,0,0
00000000000000000553,stable_nature,30,100,0,0
00000000000000000553,stable_nature,50,100,0,0
00000000000000000553,stable_nature,100,100,0,0
00000000000000000553,stable_nature,200,100,0,0
00000000000000000553,stable_nature,300,100,0,0
00000000000000000553,stable_nature,500,99,0,0
00000000000000000553,stable_nature,1000,92,0,0
000000000000000005c3,stable_nature,0,100,0,0
000000000000000005c3,stable_nature,30,100,0,0
000000000000000005c3,stable_nature,50,100,0,0
000000000000000005c3,stable_nature,100,100,0,0
000000000000000005c3,stable_nature,200,100,0,0
000000000000000005c3,stable_nature,300,100,0,0
000000000000000005c3,stable_nature,500,99,0,0
000000000000000005c3,stable_nature,1000,97,0,0
00000000000000000650,stable_nature,0,100,0,0
00000000000000000650,stable_nature,30,100,0,0
00000000000000000650,stable_nature,50,100,0,0
00000000000000000650,stable_nature,100,100,0,0
00000000000000000650,stable_nature,200,100,0,0
00000000000000000650,stable_nature,300,100,0,0
00000000000000000650,stable_nature,500,99,0,0
00000000000000000650,stable_nature,1000,92,0,0
00000000000000000657,stable_nature,0,100,0,0
00000000000000000657,stable_nature,30,100,0,0
00000000000000000657,stable_nature,50,100,0,0
00000000000000000657,stable_nature,100,100,0,0
00000000000000000657,stable_nature,200,100,0,0
00000000000000000657,stable_nature,300,99,0,0
00000000000000000657,stable_nature,500,96,0,0
00000000000000000657,stable_nature,1000,88,0,0
000000000000000006bb,stable_nature,0,100,0,0
000000000000000006bb,stable_nature,30,100,0,0
000000000000000006bb,stable_nature,50,100,0,0
000000000000000006bb,stable_nature,100,99,0,0
000000000000000006bb,stable_nature,200,99,0,0
000000000000000006bb,stable_nature,300,99,0,0
000000000000000006bb,stable_nature,500,99,0,0
000000000000000006bb,stable_nature,1000,96,0,0
0000000000000000000d,stable_nature,0,100,100,100
0000000000000000000d,stable_nature,30,100,100,100
0000000000000000000d,stable_nature,50,100,100,100
0000000000000000000d,stable_nature,100,100,100,100
0000000000000000000d,stable_nature,200,100,100,100
0000000000000000000d,stable_nature,300,100,100,100
0000000000000000000d,stable_nature,500,99,97,97
0000000000000000000d,stable_nature,1000,95,90,90
0000000000000000000f,stable_nature,0,100,100,100
0000000000000000000f,stable_nature,30,100,100,100
0000000000000000000f,stable_nature,50,100,100,100
0000000000000000000f,stable_nature,100,100,100,100
0000000000000000000f,stable_nature,200,100,100,100
0000000000000000000f,stable_nature,300,99,98,98
0000000000000000000f,stable_nature,500,99,96,96
0000000000000000000f,stable_nature,1000,96,81,81
00000000000000000013,stable_nature,0,100,100,100
00000000000000000013,stable_nature,30,100,100,100
00000000000000000013,stable_nature,50,100,100,100
00000000000000000013,stable_nature,100,100,100,100
00000000000000000013,stable_nature,200,100,100,100
00000000000000000013,stable_nature,300,100,99,99
00000000000000000013,stable_nature,500,96,98,96
00000000000000000013,stable_nature,1000,85,95,85
0000000000000000001c,stable_nature,0,100,100,100
0000000000000000001c,stable_nature,30,100,100,100
0000000000000000001c,stable_nature,50,100,100,100
0000000000000000001c,stable_nature,100,100,100,100
0000000000000000001c,stable_nature,200,100,100,100
0000000000000000001c,stable_nature,300,99,100,99
0000000000000000001c,stable_nature,500,98,100,98
0000000000000000001c,stable_nature,1000,87,97,87
00000000000000000021,stable_nature,0,100,100,100
00000000000000000021,stable_nature,30,100,100,100
00000000000000000021,stable_nature,50,100,100,100
00000000000000000021,stable_nature,100,100,99,99
00000000000000000021,stable_nature,200,100,99,99
00000000000000000021,stable_nature,300,97,98,97
00000000000000000021,stable_nature,500,95,98,95
00000000000000000021,stable_nature,1000,92,97,92
00000000000000000036,stable_nature,0,100,100,100
00000000000000000036,stable_nature,30,100,100,100
00000000000000000036,stable_nature,50,100,100,100
00000000000000000036,stable_nature,100,100,100,100
00000000000000000036,stable_nature,200,100,97,97
00000000000000000036,stable_nature,300,100,96,96
00000000000000000036,stable_nature,500,100,92,92
00000000000000000036,stable_nature,1000,97,79,79
0000000000000000003c,stable_nature,0,100,100,100
0000000000000000003c,stable_nature,30,100,100,100
0000000000000000003c,stable_nature,50,100,100,100
0000000000000000003c,stable_nature,100,100,100,100
0000000000000000003c,stable_nature,200,100,100,100
0000000000000000003c,stable_nature,300,98,100,98
0000000000000000003c,stable_nature,500,96,100,96
0000000000000000003c,stable_nature,1000,92,93,92
00000000000000000043,stable_nature,0,100,100,100
00000000000000000043,stable_nature,30,100,100,100
00000000000000000043,stable_nature,50,100,100,100
00000000000000000043,stable_nature,100,100,100,100
00000000000000000043,stable_nature,200,100,99,99
00000000000000000043,stable_nature,300,100,99,99
00000000000000000043,stable_nature,500,100,97,97
00000000000000000043,stable_nature,1000,100,90,90
00000000000000000047,stable_nature,0,100,100,100
00000000000000000047,stable_nature,30,100,100,100
00000000000000000047,stable_nature,50,100,100,100
00000000000000000047,stable_nature,100,100,100,100
00000000000000000047,stable_nature,200,100,100,100
00000000000000000047,stable_nature,300,100,100,100
00000000000000000047,stable_nature,500,98,100,98
00000000000000000047,stable_nature,1000,94,91,91
00000000000000000053,stable_nature,0,100,100,100
00000000000000000053,stable_nature,30,100,100,100
00000000000000000053,stable_nature,50,100,100,100
00000000000000000053,stable_nature,100,99,99,99
00000000000000000053,stable_nature,200,98,98,98
00000000000000000053,stable_nature,300,98,97,97
00000000000000000053,stable_nature,500,97,93,93
00000000000000000053,stable_nature,1000,90,53,53
00000000000000000061,stable_nature,0,100,100,100
00000000000000000061,stable_nature,30,100,100,100
00000000000000000061,stable_nature,50,100,100,100
00000000000000000061,stable_nature,100,100,100,100
00000000000000000061,stable_nature,200,100,100,100
00000000000000000061,stable_nature,300,100,97,97
00000000000000000061,stable_nature,500,98,92,92
00000000000000000061,stable_nature,1000,93,82,82
0000000000000000007d,stable_nature,0,100,100,100
0000000000000000007d,stable_nature,30,100,100,100
0000000000000000007d,stable_nature,50,100,100,100
0000000000000000007d,stable_nature,100,100,100,100
0000000000000000007d,stable_nature,200,100,100,100
0000000000000000007d,stable_nature,300,100,100,100
0000000000000000007d,stable_nature,500,97,100,97
0000000000000000007d,stable_nature,1000,95,96,95
00000000000000000080,stable_nature,0,100,100,100
00000000000000000080,stable_nature,30,100,100,100
00000000000000000080,stable_nature,50,100,100,100
00000000000000000080,stable_nature,100,100,98,98
00000000000000000080,stable_nature,200,100,95,95
00000000000000000080,stable_nature,300,99,95,95
00000000000000000080,stable_nature,500,99,91,91
00000000000000000080,stable_nature,1000,96,63,63
00000000000000000088,stable_nature,0,100,100,100
00000000000000000088,stable_nature,30,100,100,100
00000000000000000088,stable_nature,50,100,100,100
00000000000000000088,stable_nature,100,100,100,100
00000000000000000088,stable_nature,200,100,100,100
00000000000000000088,stable_nature,300,100,100,100
00000000000000000088,stable_nature,500,98,99,98
00000000000000000088,stable_nature,1000,91,94,91
00000000000000000089,stable_nature,0,100,100,100
00000000000000000089,stable_nature,30,100,100,100
00000000000000000089,stable_nature,50,100,100,100
00000000000000000089,stable_nature,100,99,100,99
00000000000000000089,stable_nature,200,97,100,97
00000000000000000089,stable_nature,300,94,100,94
00000000000000000089,stable_nature,500,90,99,90
00000000000000000089,stable_nature,1000,80,95,80
0000000000000000008a,stable_nature,0,100,100,100
0000000000000000008a,stable_nature,30,100,100,100
0000000000000000008a,stable_nature,50,100,100,100
0000000000000000008a,stable_nature,100,99,100,99
0000000000000000008a,stable_nature,200,99,100,99
0000000000000000008a,stable_nature,300,98,100,98
0000000000000000008a,stable_nature,500,98,97,97
0000000000000000008a,stable_nature,1000,96,89,89
00000000000000000090,stable_nature,0,100,100,100
00000000000000000090,stable_nature,30,100,100,100
00000000000000000090,stable_nature,50,100,100,100
00000000000000000090,stable_nature,100,100,100,100
00000000000000000090,stable_nature,200,100,100,100
00000000000000000090,stable_nature,300,100,97,97
00000000000000000090,stable_nature,500,96,94,94
00000000000000000090,stable_nature,1000,94,83,83
00000000000000000099,stable_nature,0,100,100,100
00000000000000000099,stable_nature,30,100,100,100
00000000000000000099,stable_nature,50,100,100,100
00000000000000000099,stable_nature,100,100,100,100
00000000000000000099,stable_nature,200,100,100,100
00000000000000000099,stable_nature,300,100,100,100
00000000000000000099,stable_nature,500,100,100,100
00000000000000000099,stable_nature,1000,94,100,94
000000000000000000a0,stable_nature,0,100,100,100
000000000000000000a0,stable_nature,30,100,100,100
000000000000000000a0,stable_nature,50,100,100,100
000000000000000000a0,stable_nature,100,100,100,100
000000000000000000a0,stable_nature,200,100,100,100
000000000000000000a0,stable_nature,300,100,99,99
000000000000000000a0,stable_nature,500,99,94,94
000000000000000000a0,stable_nature,1000,93,87,87
000000000000000000a4,stable_nature,0,100,100,100
000000000000000000a4,stable_nature,30,100,100,100
000000000000000000a4,stable_nature,50,100,100,100
000000000000000000a4,stable_nature,100,100,100,100
000000000000000000a4,stable_nature,200,100,99,99
000000000000000000a4,stable_nature,300,100,98,98
000000000000000000a4,stable_nature,500,98,96,96
000000000000000000a4,stable_nature,1000,91,71,71
000000000000000000ae,stable_nature,0,100,100,100
000000000000000000ae,stable_nature,30,100,100,100
000000000000000000ae,stable_nature,50,100,100,100
000000000000000000ae,stable_nature,100,100,100,100
000000000000000000ae,stable_nature,200,99,98,98
000000000000000000ae,stable_nature,300,99,98,98
000000000000000000ae,stable_nature,500,96,96,96
000000000000000000ae,stable_nature,1000,89,88,88
000000000000000000c9,stable_nature,0,100,100,100
000000000000000000c9,stable_nature,30,100,100,100
000000000000000000c9,stable_nature,50,100,100,100
000000000000000000c9,stable_nature,100,100,100,100
000000000000000000c9,stable_nature,200,100,100,100
000000000000000000c9,stable_nature,300,98,100,98
000000000000000000c9,stable_nature,500,95,100,95
000000000000000000c9,stable_nature,1000,91,93,91
000000000000000000d7,stable_nature,0,100,100,100
000000000000000000d7,stable_nature,30,100,100,100
000000000000000000d7,stable_nature,50,100,100,100
000000000000000000d7,stable_nature,100,99,100,99
000000000000000000d7,stable_nature,200,99,99,99
000000000000000000d7,stable_nature,300,99,99,99
000000000000000000d7,stable_nature,500,96,97,96
000000000000000000d7,stable_nature,1000,89,94,89
000000000000000000db,stable_nature,0,100,100,100
000000000000000000db,stable_nature,30,100,100,100
000000000000000000db,stable_nature,50,100,100,100
000000000000000000db,stable_nature,100,100,100,100
000000000000000000db,stable_nature,200,100,100,100
000000000000000000db,stable_nature,300,100,100,100
000000000000000000db,stable_nature,500,99,100,99
000000000000000000db,stable_nature,1000,91,100,91
000000000000000000e6,stable_nature,0,100,100,100
000000000000000000e6,stable_nature,30,100,100,100
000000000000000000e6,stable_nature,50,100,100,100
000000000000000000e6,stable_nature,100,100,100,100
000000000000000000e6,stable_nature,200,100,100,100
000000000000000000e6,stable_nature,300,100,100,100
000000000000000000e6,stable_nature,500,99,96,96
000000000000000000e6,stable_nature,1000,96,87,87
000000000000000000eb,stable_nature,0,100,100,100
000000000000000000eb,stable_nature,30,100,100,100
000000000000000000eb,stable_nature,50,100,99,99
000000000000000000eb,stable_nature,100,100,99,99
000000000000000000eb,stable_nature,200,100,98,98
000000000000000000eb,stable_nature,300,98,98,98
000000000000000000eb,stable_nature,500,98,98,98
000000000000000000eb,stable_nature,1000,95,89,89
000000000000000000f9,stable_nature,0,100,100,100
000000000000000000f9,stable_nature,30,100,100,100
000000000000000000f9,stable_nature,50,100,100,100
000000000000000000f9,stable_nature,100,100,100,100
000000000000000000f9,stable_nature,200,99,100,99
000000000000000000f9,stable_nature,300,96,100,96
000000000000000000f9,stable_nature,500,95,100,95
000000000000000000f9,stable_nature,1000,93,100,93
000000000000000000fe,stable_nature,0,100,100,100
000000000000000000fe,stable_nature,30,100,100,100
000000000000000000fe,stable_nature,50,100,100,100
000000000000000000fe,stable_nature,100,100,100,100
000000000000000000fe,stable_nature,200,99,100,99
000000000000000000fe,stable_nature,300,98,100,98
000000000000000000fe,stable_nature,500,95,98,95
000000000000000000fe,stable_nature,1000,83,97,83
00000000000000000102,stable_nature,0,100,100,100
00000000000000000102,stable_nature,30,100,100,100
00000000000000000102,stable_nature,50,100,100,100
00000000000000000102,stable_nature,100,100,100,100
00000000000000000102,stable_nature,200,100,100,100
00000000000000000102,stable_nature,300,100,100,100
00000000000000000102,stable_nature,500,99,100,99
00000000000000000102,stable_nature,1000,95,100,95
00000000000000000112,stable_nature,0,100,100,100
00000000000000000112,stable_nature,30,100,100,100
00000000000000000112,stable_nature,50,100,100,100
00000000000000000112,stable_nature,100,100,100,100
00000000000000000112,stable_nature,200,100,100,100
00000000000000000112,stable_nature,300,100,99,99
00000000000000000112,stable_nature,500,100,96,96
00000000000000000112,stable_nature,1000,98,82,82
00000000000000000118,stable_nature,0,100,100,100
00000000000000000118,stable_nature,30,100,100,100
00000000000000000118,stable_nature,50,100,100,100
00000000000000000118,stable_nature,100,100,100,100
00000000000000000118,stable_nature,200,100,100,100
00000000000000000118,stable_nature,300,100,100,100
00000000000000000118,stable_nature,500,98,100,98
00000000000000000118,stable_nature,1000,95,99,95
0000000000000000014a,stable_nature,0,100,100,100
0000000000000000014a,stable_nature,30,100,100,100
0000000000000000014a,stable_nature,50,100,100,100
0000000000000000014a,stable_nature,100,100,99,99
0000000000000000014a,stable_nature,200,100,98,98
0000000000000000014a,stable_nature,300,99,98,98
0000000000000000014a,stable_nature,500,96,97,96
0000000000000000014a,stable_nature,1000,93,89,89
0000000000000000014e,stable_nature,0,100,100,100
0000000000000000014e,stable_nature,30,100,100,100
0000000000000000014e,stable_nature,50,100,100,100
0000000000000000014e,stable_nature,100,100,99,99
0000000000000000014e,stable_nature,200,100,97,97
0000000000000000014e,stable_nature,300,100,97,97
0000000000000000014e,stable_nature,500,100,95,95
0000000000000000014e,stable_nature,1000,93,78,78
0000000000000000015a,stable_nature,0,100,100,100
0000000000000000015a,stable_nature,30,100,100,100
0000000000000000015a,stable_nature,50,100,100,100
0000000000000000015a,stable_nature,100,100,100,100
0000000000000000015a,stable_nature,200,100,100,100
0000000000000000015a,stable_nature,300,100,100,100
0000000000000000015a,stable_nature,500,99,100,99
0000000000000000015a,stable_nature,1000,95,99,95
0000000000000000015b,stable_nature,0,100,100,100
0000000000000000015b,stable_nature,30,100,100,100
0000000000000000015b,stable_nature,50,100,100,100
0000000000000000015b,stable_nature,100,100,100,100
0000000000000000015b,stable_nature,200,100,100,100
0000000000000000015b,stable_nature,300,100,100,100
0000000000000000015b,stable_nature,500,98,98,98
0000000000000000015b,stable_nature,1000,85,90,85
0000000000000000015d,stable_nature,0,100,100,100
0000000000000000015d,stable_nature,30,100,100,100
0000000000000000015d,stable_nature,50,100,100,100
0000000000000000015d,stable_nature,100,100,100,100
0000000000000000015d,stable_nature,200,100,100,100
0000000000000000015d,stable_nature,300,99,100,99
0000000000000000015d,stable_nature,500,96,100,96
0000000000000000015d,stable_nature,1000,86,95,86
00000000000000000160,stable_nature,0,100,100,100
00000000000000000160,stable_nature,30,100,100,100
00000000000000000160,stable_nature,50,100,98,98
00000000000000000160,stable_nature,100,100,97,97
00000000000000000160,stable_nature,200,100,95,95
00000000000000000160,stable_nature,300,99,91,91
00000000000000000160,stable_nature,500,97,76,76
00000000000000000160,stable_nature,1000,92,57,57
0000000000000000017a,stable_nature,0,100,100,100
0000000000000000017a,stable_nature,30,100,100,100
0000000000000000017a,stable_nature,50,100,100,100
0000000000000000017a,stable_nature,100,100,100,100
0000000000000000017a,stable_nature,200,100,99,99
0000000000000000017a,stable_nature,300,99,99,99
0000000000000000017a,stable_nature,500,96,94,94
0000000000000000017a,stable_nature,1000,93,93,93
00000000000000000184,stable_nature,0,100,100,100
00000000000000000184,stable_nature,30,100,100,100
00000000000000000184,stable_nature,50,100,100,100
00000000000000000184,stable_nature,100,100,100,100
00000000000000000184,stable_nature,200,100,100,100
00000000000000000184,stable_nature,300,100,100,100
00000000000000000184,stable_nature,500,100,99,99
00000000000000000184,stable_nature,1000,90,90,90
0000000000000000018d,stable_nature,0,100,100,100
0000000000000000018d,stable_nature,30,100,100,100
0000000000000000018d,stable_nature,50,100,100,100
0000000000000000018d,stable_nature,100,100,100,100
0000000000000000018d,stable_nature,200,100,100,100
0000000000000000018d,stable_nature,300,99,100,99
0000000000000000018d,stable_nature,500,99,96,96
0000000000000000018d,stable_nature,1000,92,92,92
0000000000000000018e,stable_nature,0,100,100,100
0000000000000000018e,stable_nature,30,100,100,100
0000000000000000018e,stable_nature,50,100,100,100
0000000000000000018e,stable_nature,100,100,100,100
0000000000000000018e,stable_nature,200,100,100,100
0000000000000000018e,stable_nature,300,100,100,100
0000000000000000018e,stable_nature,500,97,100,97
0000000000000000018e,stable_nature,1000,90,100,90
00000000000000000195,stable_nature,0,100,100,100
00000000000000000195,stable_nature,30,100,100,100
00000000000000000195,stable_nature,50,100,100,100
00000000000000000195,stable_nature,100,100,100,100
00000000000000000195,stable_nature,200,100,100,100
00000000000000000195,stable_nature,300,98,100,98
00000000000000000195,stable_nature,500,97,99,97
00000000000000000195,stable_nature,1000,91,95,91
000000000000000001a1,stable_nature,0,100,100,100
000000000000000001a1,stable_nature,30,100,100,100
000000000000000001a1,stable_nature,50,100,100,100
000000000000000001a1,stable_nature,100,100,100,100
000000000000000001a1,stable_nature,200,100,99,99
000000000000000001a1,stable_nature,300,100,99,99
000000000000000001a1,stable_nature,500,100,91,91
000000000000000001a1,stable_nature,1000,96,79,79
000000000000000001aa,stable_nature,0,100,100,100
000000000000000001aa,stable_nature,30,100,100,100
000000000000000001aa,stable_nature,50,100,100,100
000000000000000001aa,stable_nature,100,100,100,100
000000000000000001aa,stable_nature,200,100,100,100
000000000000000001aa,stable_nature,300,100,100,100
000000000000000001aa,stable_nature,500,99,98,98
000000000000000001aa,stable_nature,1000,89,95,89
000000000000000001ab,stable_nature,0,100,100,100
000000000000000001ab,stable_nature,30,100,100,100
000000000000000001ab,stable_nature,50,100,100,100
000000000000000001ab,stable_nature,100,100,100,100
000000000000000001ab,stable_nature,200,100,100,100
000000000000000001ab,stable_nature,300,95,100,95
000000000000000001ab,stable_nature,500,91,100,91
000000000000000001ab,stable_nature,1000,84,97,84
000000000000000001b5,stable_nature,0,100,100,100
000000000000000001b5,stable_nature,30,100,100,100
000000000000000001b5,stable_nature,50,100,100,100
000000000000000001b5,stable_nature,100,100,99,99
000000000000000001b5,stable_nature,200,99,90,90
000000000000000001b5,stable_nature,300,99,79,79
000000000000000001b5,stable_nature,500,99,69,69
000000000000000001b5,stable_nature,1000,93,39,39
000000000000000001b6,stable_nature,0,100,100,100
000000000000000001b6,stable_nature,30,100,100,100
000000000000000001b6,stable_nature,50,100,100,100
000000000000000001b6,stable_nature,100,100,100,100
000000000000000001b6,stable_nature,200,100,96,96
000000000000000001b6,stable_nature,300,100,92,92
000000000000000001b6,stable_nature,500,100,81,81
000000000000000001b6,stable_nature,1000,90,65,65
000000000000000001c9,stable_nature,0,100,100,100
000000000000000001c9,stable_nature,30,100,100,100
000000000000000001c9,stable_nature,50,100,100,100
000000000000000001c9,stable_nature,100,99,100,99
000000000000000001c9,stable_nature,200,99,100,99
000000000000000001c9,stable_nature,300,99,99,99
000000000000000001c9,stable_nature,500,99,97,97
000000000000000001c9,stable_nature,1000,98,87,87
00000000000000000207,stable_nature,0,100,100,100
00000000000000000207,stable_nature,30,100,100,100
00000000000000000207,stable_nature,50,100,99,99
00000000000000000207,stable_nature,100,100,99,99
00000000000000000207,stable_nature,200,99,99,99
00000000000000000207,stable_nature,300,99,99,99
00000000000000000207,stable_nature,500,97,99,97
00000000000000000207,stable_nature,1000,92,90,90
0000000000000000022e,stable_nature,0,100,100,100
0000000000000000022e,stable_nature,30,100,100,100
0000000000000000022e,stable_nature,50,100,100,100
0000000000000000022e,stable_nature,100,100,100,100
0000000000000000022e,stable_nature,200,99,99,99
0000000000000000022e,stable_nature,300,99,96,96
0000000000000000022e,stable_nature,500,95,94,94
0000000000000000022e,stable_nature,1000,90,91,90
00000000000000000232,stable_nature,0,100,100,100
00000000000000000232,stable_nature,30,100,100,100
00000000000000000232,stable_nature,50,100,100,100
00000000000000000232,stable_nature,100,100,100,100
00000000000000000232,stable_nature,200,100,100,100
00000000000000000232,stable_nature,300,100,100,100
00000000000000000232,stable_nature,500,99,100,99
00000000000000000232,stable_nature,1000,94,100,94
00000000000000000240,stable_nature,0,100,100,100
00000000000000000240,stable_nature,30,100,100,100
00000000000000000240,stable_nature,50,100,100,100
00000000000000000240,stable_nature,100,100,100,100
00000000000000000240,stable_nature,200,99,99,99
00000000000000000240,stable_nature,300,99,98,98
00000000000000000240,stable_nature,500,99,95,95
00000000000000000240,stable_nature,1000,96,80,80
0000000000000000024b,stable_nature,0,100,100,100
0000000000000000024b,stable_nature,30,100,100,100
