parent_id,parent_label,min_dist_m,n_good,n_bad,m_g,m_b,dor
00000000000000000603,stable_crop,300,152,233,0.03584914967688506,0.015085284044837888,0.29617064414535776
00000000000000000603,stable_crop,500,152,226,0.03584914967688506,0.016588365641336256,0.3163453786921838
00000000000000000603,stable_crop,1000,150,200,0.03584914967688506,0.019026039419040176,0.34671478553695306
00000000000000000603,stable_crop,2000,143,120,0.03584914967688506,0.01916041399973838,0.3483105976267246
00000000000000000603,stable_crop,3000,112,77,0.04166962492915789,0.019405355866480244,0.31773003631543356
00000000000000000603,stable_crop,4000,69,77,0.05009131024718785,0.019405355866480244,0.27922714788162356
00000000000000000672,stable_crop,0,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,25,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,50,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,75,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,100,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,150,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,200,254,300,0.07216981326980451,0.03442824842385998,0.3229725557531709
00000000000000000672,stable_crop,300,254,297,0.07216981326980451,0.03867940264018466,0.3489370882987917
00000000000000000672,stable_crop,500,254,294,0.07216981326980451,0.03867940264018466,0.3489370882987917
00000000000000000672,stable_crop,1000,251,278,0.07216981326980451,0.042340648293490116,0.36975353793082866
00000000000000000672,stable_crop,2000,231,206,0.07216981326980451,0.04872771421871147,0.4030497168185433
00000000000000000672,stable_crop,3000,184,100,0.0785257915914755,0.07097674201867374,0.4747527704331868
00000000000000000672,stable_crop,4000,100,100,0.09401457832917759,0.07097674201867374,0.43018470225344724
00000000000000000537,stable_built,0,300,300,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,25,300,300,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,50,300,300,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,75,300,300,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,100,300,300,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,150,300,299,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,200,300,298,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,300,300,298,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,500,296,297,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,1000,286,284,0.06639848746928818,0.05243094025677506,0.4412285850370546
00000000000000000537,stable_built,2000,241,222,0.06969576346511037,0.06429277490353733,0.47983787035698794
00000000000000000537,stable_built,3000,169,131,0.07567634483872784,0.08119453378335406,0.5175883152821656
00000000000000000537,stable_built,4000,100,100,0.09082581730666131,0.0966242819037324,0.515466688522613
00000000000000000661,stable_crop,0,300,300,0.004887645718410605,0.005324787559445187,0.5214024330978816
00000000000000000661,stable_crop,25,300,300,0.004887645718410605,0.005324787559445187,0.5214024330978816
00000000000000000661,stable_crop,50,300,300,0.004887645718410605,0.005324787559445187,0.5214024330978816
00000000000000000661,stable_crop,75,300,300,0.004887645718410605,0.005324787559445187,0.5214024330978816
00000000000000000661,stable_crop,100,300,300,0.004887645718410605,0.005324787559445187,0.5214024330978816
00000000000000000661,stable_crop,150,300,299,0.004887645718410605,0.008156148966658571,0.6252895850445553
00000000000000000661,stable_crop,200,298,299,0.06609093864381146,0.008156148966658571,0.10985143295234884
