strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
random_40,00000000000000000085,built_loss,test_site,40,40,29.16103005938943,11.667208571674754,11.667208571674754,0.40362933872671597,0.3298625071674731,0.4844290202962881,0.15456651312881498
random_40,00000000000000000114,built_loss,test_site,40,40,20.79859289501041,21.342538191741433,20.79859289501041,0.6629261196519202,0.6192477491164884,0.7019246881982883,0.08267693908179996
random_40,0000000000000000024c,built_loss,test_site,40,40,27.701181480554418,17.139769283475527,17.139769283475527,0.7044445897377086,0.653709659433176,0.7576616658674984,0.10395200643432234
random_40,00000000000000000375,built_loss,test_site,40,40,21.02009457645482,25.484892779818118,21.02009457645482,0.6451546024039891,0.5459065024461858,0.7293806638367486,0.18347416139056283
random_40,000000000000000004d2,built_loss,test_site,40,40,24.62048181665715,17.050350801482633,17.050350801482633,0.6693575685734966,0.6290418198955261,0.7110344735652363,0.0819926536697102
random_40,000000000000000005bd,built_loss,test_site,40,40,20.661369867895246,4.9859201593107,4.9859201593107,0.5455872653811361,0.47799381492280446,0.6189940870119426,0.14100027208913812
random_40,00000000000000000281,crop_loss,test_site,40,40,26.412396896165202,31.992597239755796,26.412396896165202,0.5150192887281106,0.47134178737527377,0.5877566667126555,0.1164148793373817
random_40,000000000000000003a2,crop_loss,test_site,40,40,21.063193762369306,26.90562804081096,21.063193762369306,0.34417788887554296,0.2907783560711098,0.44170452991676923,0.15092617384565943
random_40,00000000000000000001,built_loss,test_site,40,40,27.414146419969654,22.619877780864982,22.619877780864982,0.44980536371790353,0.40640415155782367,0.4875921860855319,0.08118803452770823
random_40,00000000000000000049,built_loss,test_site,40,40,26.682462506543626,4.331918082347235,4.331918082347235,0.47567096451905383,0.42216564219580754,0.5204007570075652,0.09823511481175762
random_40,0000000000000000004f,built_loss,test_site,40,40,27.3090903194188,22.37491904595857,22.37491904595857,0.4329046888216412,0.3371754560319296,0.5204824201968814,0.1833069641649518
random_40,0000000000000000005a,built_loss,test_site,40,40,25.01943402469346,20.62458384874623,20.62458384874623,0.45438815388576603,0.41873069534961554,0.4768218091979235,0.05809111384830795
random_40,00000000000000000079,built_loss,test_site,40,40,30.08865997055896,30.070840348205948,30.070840348205948,0.6671656104124227,0.5999209853081104,0.6925004052069286,0.09257941989881813
random_40,00000000000000000087,built_loss,test_site,40,40,27.2375987191073,26.196196668382775,26.196196668382775,0.5555662599941956,0.47439420489444,0.6719960302028946,0.19760182530845455
