strategy,parent_id,parent_label,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
random_40,00000000000000000085,built_loss,40,40,33.62932394334272,24.17398031994376,24.17398031994376,0.3580108758967685,0.29235780161005576,0.4915101190047835,0.19915231739472772
random_40,00000000000000000114,built_loss,40,40,30.23657272380038,33.37196722034581,30.23657272380038,0.46009332664948266,0.3783715997086884,0.5069309625291436,0.12855936282045521
random_40,0000000000000000024c,built_loss,40,40,34.88418162385386,32.92364005937698,32.92364005937698,0.501093836036386,0.4322022990884869,0.5616136366994366,0.12941133761094975
random_40,00000000000000000375,built_loss,40,40,31.758354582413887,32.645528866645776,31.758354582413887,0.4532049153675816,0.4001485155543318,0.5157503259989804,0.11560181044464862
random_40,000000000000000004d2,built_loss,40,40,38.63937584591361,34.59690840983517,34.59690840983517,0.5228972839026785,0.4257204273784626,0.6024667812112411,0.17674635383277848
random_40,000000000000000005bd,built_loss,40,40,37.50821455459818,7.957249716114665,7.957249716114665,0.33547198982223503,0.22300685219380853,0.4085316450615126,0.1855247928677041
random_40,00000000000000000281,crop_loss,40,40,31.756964028963846,36.33822900188639,31.756964028963846,0.5797338165258785,0.4998635153353788,0.64126647900268,0.14140296366730115
random_40,000000000000000003a2,crop_loss,40,40,31.56497783817233,34.00493595279206,31.56497783817233,0.3026634701533383,0.20794500990973735,0.43506738983446697,0.2271223799247296
random_40,00000000000000000001,built_loss,40,40,37.593543385515964,19.246233942753314,19.246233942753314,0.4809474075028225,0.3322230965332128,0.5178911110248385,0.18566801449162573
random_40,00000000000000000049,built_loss,40,40,31.3263367161635,5.878246138656407,5.878246138656407,0.5182281723496975,0.44209160210183235,0.6285862442172125,0.1864946421153802
random_40,0000000000000000004a,built_loss,40,40,37.7162880651178,17.47926632514903,17.47926632514903,0.40224038834833187,0.3413437233296417,0.5040457916615403,0.1627020683318986
random_40,0000000000000000004f,built_loss,40,40,38.041649367438765,28.368938616632025,28.368938616632025,0.4335293911918717,0.3732655988969173,0.4874634784477491,0.11419787955083183
random_40,0000000000000000005a,built_loss,40,40,35.685707427496325,29.45104824123699,29.45104824123699,0.37060070905632425,0.34190242206150834,0.44616746030236026,0.10426503824085193
random_40,00000000000000000079,built_loss,40,40,38.246874363518636,36.94248081754142,36.94248081754142,0.4657540282878505,0.4013508897191487,0.522492024947246,0.12114113522809733
random_40,00000000000000000087,built_loss,40,40,34.879206793196744,36.97034771664434,34.879206793196744,0.5415566833525598,0.490488913011659,0.6197355958354852,0.12924668282382623
random_40,000000000000000000a1,built_loss,40,40,34.91788227024587,12.983900150487267,12.983900150487267,0.4016732325437082,0.3162589345483619,0.44852733280006885,0.13226839825170694
random_40,000000000000000000b8,built_loss,40,40,36.76054003204611,22.07614937195687,22.07614937195687,0.5563309822085233,0.5201268342257864,0.5934399179172973,0.0733130836915109
random_40,000000000000000000c0,built_loss,40,40,30.965100259107064,33.95983407065698,30.965100259107064,0.3805158376244766,0.32603244681932353,0.43817886264359485,0.11214641582427132
random_40,000000000000000000e2,built_loss,40,40,38.32282081843458,28.41525961663695,28.41525961663695,0.40616359995491563,0.33721733065467824,0.4800424134315846,0.14282508277690636
random_40,000000000000000000f0,built_loss,40,40,35.8037864132331,32.59448666247402,32.59448666247402,0.4463440498181938,0.3706174313242007,0.5043924039605551,0.13377497263635435
random_40,000000000000000000f8,built_loss,40,40,35.03405852118619,34.372717370729674,34.372717370729674,0.4811972076866961,0.41079432103327623,0.5327713969709363,0.1219770759376601
random_40,0000000000000000011c,built_loss,40,40,36.232980140067546,13.569487241673018,13.569487241673018,0.4952624178331272,0.4456174882278912,0.5670959235977567,0.12147843536986552
random_40,00000000000000000161,built_loss,40,40,37.131591489828125,31.681021891673428,31.681021891673428,0.4784567813497222,0.4257615123563479,0.5102443552717683,0.08448284291542035
random_40,0000000000000000016a,built_loss,40,40,37.99324645405763,11.057722946991689,11.057722946991689,0.38811610331275975,0.32976221595583327,0.519499449642346,0.18973723368651269
random_40,000000000000000001a8,built_loss,40,40,33.301256858096416,38.8533721821815,33.301256858096416,0.38443546606556056,0.33115151233248,0.487538028254675,0.156386515922195
random_40,000000000000000001be,built_loss,40,40,35.16493985650831,5.611284107477452,5.611284107477452,0.5280950025500405,0.48268272422940955,0.5654995833290041,0.08281685909959452
random_40,000000000000000001cd,built_loss,40,40,35.85957828139672,34.08076908689487,34.08076908689487,0.46730779504960784,0.4262863787031831,0.544056551748761,0.11777017304557791
random_40,000000000000000001e5,built_loss,40,40,29.672202584718516,28.47860204094641,28.47860204094641,0.49856841332929597,0.46609901798554687,0.5461096654500758,0.0800106474645289
random_40,00000000000000000206,built_loss,40,40,34.574420095371146,35.42245186780374,34.574420095371146,0.5470627622858509,0.4562719231553588,0.6096404917561039,0.1533685686007451
random_40,00000000000000000209,built_loss,40,40,35.92194721609848,32.613135534696866,32.613135534696866,0.47202692898631793,0.3967564796375628,0.5612376063513379,0.16448112671377513
random_40,00000000000000000231,built_loss,40,40,37.17314698722447,31.77609949154036,31.77609949154036,0.5053247363213783,0.41947913182921853,0.5729093536341566,0.1534302218049381
random_40,0000000000000000026d,built_loss,40,40,37.92468600753128,30.322191575415296,30.322191575415296,0.4727399486472402,0.4351169263937259,0.5254053993746621,0.09028847298093623
random_40,00000000000000000278,built_loss,40,40,33.99619272595948,33.8704408944249,33.8704408944249,0.6649872483471752,0.5891457943567358,0.695134726418802,0.10598893206206628
random_40,00000000000000000293,built_loss,40,40,30.915011956119027,26.063670809972017,26.063670809972017,0.5032547923280072,0.4703992943690584,0.5538815845732985,0.08348229020424008
random_40,000000000000000002a4,built_loss,40,40,38.59940478543246,15.939688299021638,15.939688299021638,0.39907481906889236,0.3258600808182413,0.4822281852371605,0.15636810441891918
random_40,00000000000000000316,built_loss,40,40,37.833544870201344,4.015321873054973,4.015321873054973,0.47229816521105217,0.4318427789241576,0.4975625073820389,0.06571972845788127
random_40,00000000000000000356,built_loss,40,40,34.50248126999174,34.40904987920401,34.40904987920401,0.5093478630900216,0.4098948276500271,0.5911258221133531,0.18123099446332597
random_40,00000000000000000362,built_loss,40,40,35.66185805208116,33.09406673546621,33.09406673546621,0.5547499313180078,0.4547304132702862,0.6020461234811219,0.14731571021083567
random_40,00000000000000000363,built_loss,40,40,34.43994036037541,31.965117985408863,31.965117985408863,0.37498414481808406,0.28519445621909706,0.45473991146423715,0.1695454552451401
random_40,00000000000000000364,built_loss,40,40,38.19631026232859,35.417997962116054,35.417997962116054,0.44049394553866866,0.3576708048704905,0.5233162292539887,0.16564542438349816
random_40,00000000000000000380,built_loss,40,40,35.858713916639815,24.7838719991569,24.7838719991569,0.4012378413036066,0.3132366983057802,0.481494018742767,0.16825732043698677
random_40,00000000000000000384,built_loss,40,40,37.07425538728686,26.899303477096186,26.899303477096186,0.34260934537476867,0.2868355971085508,0.3898504230477826,0.10301482593923184
random_40,0000000000000000039e,built_loss,40,40,35.41899772136796,10.015811551747024,10.015811551747024,0.398663866858027,0.3440981962624265,0.4516497270745289,0.10755153081210239
random_40,000000000000000003a1,built_loss,40,40,33.940808386343406,25.54501355606989,25.54501355606989,0.47836094752109865,0.4096569573521387,0.5555841320843604,0.14592717473222172
random_40,000000000000000003a5,built_loss,40,40,35.88680922676956,30.109598316577927,30.109598316577927,0.29749774837720344,0.2181996535206383,0.40315102093203875,0.18495136741140045
random_40,000000000000000003b7,built_loss,40,40,37.40420785646473,18.250088407767144,18.250088407767144,0.5147610895756999,0.4683397699273388,0.5609618065058039,0.09262203657846507
