strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc
random_200,158,0.0629668297887504,0.08384744552092148,76.26032138273203,41.671477380929964,0.9430379746835443,0.8734177215189873,0.8227848101265823,0.9102017100831705
fscs_200,158,0.0629668297887504,0.08384744552092148,76.26032138273203,41.671477380929964,0.9430379746835443,0.8734177215189873,0.8227848101265823,0.9102017100831705
fscs_150,158,0.07092742405500538,0.09875764319800376,69.24288638259858,39.994270161864364,0.9430379746835443,0.8670886075949367,0.8164556962025317,0.9091525859378674
random_150,158,0.07102544306159453,0.09545469023008779,67.76582634040238,39.68183504872501,0.9367088607594937,0.8734177215189873,0.8164556962025317,0.908285831135279
feature_diverse_150,158,0.0715031127536799,0.09850027445015617,73.12420395202636,44.944422120166585,0.9493670886075949,0.8734177215189873,0.8417721518987342,0.9005366245010737
spatial_thin_100_cap150,158,0.07387944489778625,0.11592911407108501,86.51827103046972,54.2698518519733,0.9746835443037974,0.930379746835443,0.8734177215189873,0.8923414120451588
hybrid_150_diverse_150,158,0.07917144112617508,0.12655105329686187,87.44996069849586,54.76886163778098,0.9810126582278481,0.9367088607594937,0.879746835443038,0.8850139648026975
spatial_thin_150_cap150,158,0.08236667829933933,0.12766555636094262,85.53889630342155,53.41361609642284,0.9810126582278481,0.9367088607594937,0.879746835443038,0.884486140083752
feature_diverse_100,158,0.08394300353163214,0.11047700032039065,61.42725317865192,39.763073127552104,0.9430379746835443,0.8924050632911392,0.8227848101265823,0.883278765422208
random_100,158,0.08444817329652027,0.11960822238269331,55.132630432062484,35.25953887745501,0.9367088607594937,0.8670886075949367,0.7848101265822784,0.9083628665278001
fscs_100,158,0.08722667279908228,0.11646707176108077,57.144425309111554,36.2981669725798,0.9367088607594937,0.8670886075949367,0.7974683544303798,0.9078238703733376
spatial_thin_100_cap100,158,0.08921888582849405,0.12867155612860956,69.0748281754148,52.44661987327983,0.9746835443037974,0.930379746835443,0.8734177215189873,0.8958081802526902
spatial_thin_150_cap100,158,0.09177353968496388,0.13253863662021068,80.18370822061658,53.637203548479555,0.9810126582278481,0.930379746835443,0.879746835443038,0.8885022209382358
hybrid_150_diverse_100,158,0.09268387679532555,0.12843818226910234,80.16462456298103,55.651588953265076,0.9810126582278481,0.930379746835443,0.879746835443038,0.8726603879698135
spatial_thin_250_cap150,158,0.09751205628091714,0.14932210941332544,68.20857859785389,41.5550306204229,0.9620253164556962,0.9113924050632911,0.8291139240506329,0.8719221812733811
spatial_thin_250_cap100,158,0.09957704255497302,0.15160773827820367,69.06371717298876,41.59378534247443,0.9683544303797469,0.9113924050632911,0.8291139240506329,0.8742813592257844
hybrid_300_diverse_150,158,0.10429860554177742,0.1600420934962754,58.676509653349626,35.99611088716446,0.9493670886075949,0.8670886075949367,0.8037974683544303,0.8698258261812597
spatial_thin_300_cap150,158,0.10429860554177742,0.1600420934962754,58.676509653349626,35.99611088716446,0.9493670886075949,0.8670886075949367,0.8037974683544303,0.8698258261812597
hybrid_300_diverse_100,158,0.10473833732203244,0.15393540635410197,58.98905509912538,35.54956205485573,0.9556962025316456,0.879746835443038,0.7974683544303798,0.8671897953156857
spatial_thin_300_cap100,158,0.10705791517544577,0.16235636686881708,58.09357750507432,35.758897004368585,0.9556962025316456,0.8734177215189873,0.7911392405063291,0.8681424165258839
feature_diverse_60,158,0.10828854382145228,0.14003949577299496,43.29456433433761,32.49640530591618,0.9430379746835443,0.8987341772151899,0.7911392405063291,0.8589209461624739
fscs_60,158,0.10951152019762336,0.1670986042252143,41.688077373289204,27.925615689591584,0.9367088607594937,0.8670886075949367,0.7278481012658228,0.9027099801491926
random_60,158,0.10971913330884081,0.1519905863728249,40.58855592861654,27.32782565352018,0.9367088607594937,0.8607594936708861,0.6835443037974683,0.907212007513041
spatial_thin_100_cap60,158,0.11057395027123476,0.15484464354156793,47.8018694965963,39.465160634433616,0.9746835443037974,0.930379746835443,0.8607594936708861,0.8963105172509322
spatial_thin_150_cap60,158,0.11384525636477585,0.16197137274964035,52.43719993683343,46.73969136111522,0.9810126582278481,0.9367088607594937,0.8860759493670886,0.8946100944094666
spatial_thin_300_cap60,158,0.12202575479814229,0.18212914574238553,58.55564805464626,35.81346427141507,0.9556962025316456,0.8734177215189873,0.7974683544303798,0.8724066786382914
spatial_thin_250_cap60,158,0.12350204492308214,0.1732530029147257,58.495918652055764,43.1688080772067,0.9683544303797469,0.8924050632911392,0.8417721518987342,0.881014159174769
random_40,158,0.13299017270100194,0.18504511804869878,30.62366620174747,23.029250352070747,0.9177215189873418,0.8037974683544303,0.5253164556962026,0.9064211965229931
