size,median_ci_width,p90_ci_width,median_neff_min,mean_dor,median_dor_std,p90_dor_std
10,0.22341433089523502,0.38970383066629455,7.938981234776813,0.4797461699706452,0.04831284965585039,0.09724322106445259
20,0.161235916820338,0.28919221143284346,13.365525498277686,0.48575801776895455,0.03675545188966134,0.061951961919951726
30,0.13220779074463743,0.24702991816592768,17.349236941603692,0.4832736093867806,0.028834510004419923,0.05399506576032193
50,0.10248022401905163,0.19556611025340168,22.45008883830848,0.4813462346686285,0.020102134051026184,0.04661014777513347
75,0.08507709101751793,0.15582960008666366,26.424713484509013,0.48253588637798345,0.015820928737916348,0.03073444672675889
100,0.07381379166142196,0.13682491382489909,28.864646979223473,0.4822420568033374,0.012474514744886436,0.024213992861473313
150,0.06088782837325871,0.10996668499584655,31.493175426581264,0.4820544354379417,0.007019383571237242,0.013145576058120933
200,0.05289586623906997,0.0970032269232766,33.172996198256484,0.4820224541178226,0.0,0.0
