strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
random_40,00000000000000000085,built_loss,test_site,40,40,33.62932394334272,24.17398031994376,24.17398031994376,0.40284257405022644,0.33660013163453917,0.457790508343739,0.12119037670919985
random_40,00000000000000000114,built_loss,test_site,40,40,30.263615655519054,31.330243925328844,30.263615655519054,0.6939600983782368,0.6163691758808625,0.7285801123285423,0.11221093644767977
random_40,0000000000000000024c,built_loss,test_site,40,40,37.45222399750675,29.466245439216724,29.466245439216724,0.6919521336521536,0.6158120624933916,0.7490531165317358,0.1332410540383442
random_40,00000000000000000375,built_loss,test_site,40,40,33.581750197820135,30.2626773751404,30.2626773751404,0.6522287370285438,0.5977140111567165,0.7185198553527584,0.1208058441960419
random_40,000000000000000004d2,built_loss,test_site,40,40,36.97775335687991,27.721299739311057,27.721299739311057,0.3998013533305736,0.2349862827132999,0.6834595665843648,0.4484732838710649
random_40,000000000000000005bd,built_loss,test_site,40,40,37.111289341435715,7.701637480864787,7.701637480864787,0.5264106645604892,0.4522738036368338,0.5947056926477742,0.1424318890109404
random_40,00000000000000000281,crop_loss,test_site,40,40,36.03791394653995,33.17400366364072,33.17400366364072,0.47468839331498613,0.441695100925801,0.5225567693309924,0.08086166840519138
random_40,000000000000000003a2,crop_loss,test_site,40,40,28.847062516102124,35.637679842286694,28.847062516102124,0.40320184418060645,0.3124397517264845,0.474193364039435,0.1617536123129505
random_40,00000000000000000001,built_loss,test_site,40,40,37.83425331400978,24.07430233050051,24.07430233050051,0.44759834754765676,0.3817997043131612,0.48874421086334063,0.10694450655017945
random_40,00000000000000000049,built_loss,test_site,40,40,37.72705158253741,5.2467948778858355,5.2467948778858355,0.4875429740648783,0.44047623112657075,0.5310690527292632,0.09059282160269244
random_40,0000000000000000004a,built_loss,test_site,40,40,35.89962959711858,20.936371243623373,20.936371243623373,0.45461349457163647,0.4264249073218565,0.4854881881943992,0.0590632808725427
random_40,0000000000000000004f,built_loss,test_site,40,40,36.39378140560817,29.975603386305952,29.975603386305952,0.3980645480250491,0.3302929540714658,0.5114241756083825,0.1811312215369167
random_40,0000000000000000005a,built_loss,test_site,40,40,35.517018152330756,32.52483488364834,32.52483488364834,0.45981432607270506,0.4128382692326547,0.4916157841407047,0.07877751490805002
