strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss
random_200,158,0.05328044586194916,0.10003787558117488,76.26032138273203,41.671477380929964,0.9430379746835443,0.8734177215189873,0.8227848101265823,0.9102017100831705,0,0.051237465753086686,70.27505601552461,0.5214722313810917,90,0.05603487389582937,86.45986826620435,0.46934956693059376,68
fscs_200,158,0.05328044586194916,0.10003787558117488,76.26032138273203,41.671477380929964,0.9430379746835443,0.8734177215189873,0.8227848101265823,0.9102017100831705,0,0.051237465753086686,70.27505601552461,0.5214722313810917,90,0.05603487389582937,86.45986826620435,0.46934956693059376,68
fscs_150,158,0.06025198474819493,0.11058196866060857,67.53041442906442,39.634079231714445,0.9430379746835443,0.8734177215189873,0.8164556962025317,0.9097579414954179,0,0.058626236806845144,64.60877934767052,0.5152495236200245,90,0.06213654460327134,75.97157617542724,0.4674518534610981,68
random_150,158,0.061873976986497714,0.11537713593676933,66.45565972334853,39.43526288687825,0.9493670886075949,0.8670886075949367,0.8164556962025317,0.9095380648144585,0,0.060960922608745916,61.48642231172205,0.5193465254213239,90,0.06435404416125104,76.1984640908309,0.4716008709353251,68
feature_diverse_150,158,0.06422541860128578,0.10674093988754697,73.12529183185731,45.003985321358044,0.9493670886075949,0.879746835443038,0.8354430379746836,0.9003596312541235,0,0.060006732691756326,68.14122780810908,0.5252686058547299,90,0.06735786055312187,81.61373490340924,0.4587186655030243,68
spatial_thin_100_cap150,158,0.06725728788670413,0.14698609874139634,86.68263298408623,54.46155696917841,0.9810126582278481,0.9240506329113924,0.879746835443038,0.8937517280774202,0,0.06669690765188876,80.85115408347146,0.5051212867520996,90,0.07116481040649553,95.37533713272802,0.4572607534706994,68
spatial_thin_150_cap150,158,0.07273771577221572,0.1640459210500058,86.37915695325017,53.13971119486055,0.9810126582278481,0.9367088607594937,0.879746835443038,0.884846876951249,0,0.07025408281449622,81.29780465621799,0.4956779676795293,90,0.0747661875956942,95.0773331313018,0.4675476920184283,68
fscs_100,158,0.07424648963478697,0.1440621548218429,56.400296687135096,35.53250373313287,0.9430379746835443,0.8670886075949367,0.7911392405063291,0.9086724323025156,0,0.07181453970216439,55.13782124002158,0.511290135045423,90,0.07602785272575122,63.23435263614887,0.45627230493342125,68
feature_diverse_100,158,0.07499844894552246,0.11456375748086335,62.07392549812722,40.34183989683176,0.9430379746835443,0.8924050632911392,0.8227848101265823,0.8825533247876943,0,0.07234222188823597,55.227649778281545,0.523163311271613,90,0.07694844917619988,67.492156837404,0.43278968564066206,68
hybrid_150_diverse_150,158,0.07514743078718886,0.14201348048676873,86.58027474228169,53.82736886582061,0.9810126582278481,0.9367088607594937,0.8860759493670886,0.8829381639886945,0,0.0724432526739826,81.53660057455029,0.4940993940100117,90,0.07782462449576738,95.1367759386691,0.4674282333300728,68
random_100,158,0.07654210881189534,0.1329065649690714,55.15246881602061,34.384146582737166,0.9430379746835443,0.8734177215189873,0.7848101265822784,0.910115009613844,0,0.07286380032820752,52.65370982040865,0.5184066198758264,90,0.07892131815500594,59.42696774342963,0.46055891128369586,68
spatial_thin_100_cap100,158,0.07914788811636833,0.16842338834728926,69.7179967836255,52.27152103458485,0.9746835443037974,0.9240506329113924,0.879746835443038,0.8975729381685644,0,0.07562541829116937,66.06936503261377,0.507519582571136,90,0.08365341798692517,71.19311334930424,0.4525079448710727,68
spatial_thin_150_cap100,158,0.0796603496673361,0.16591600488668873,79.19515652782023,54.630491868404725,0.9810126582278481,0.9367088607594937,0.8860759493670886,0.8893189018956285,0,0.07770397925496547,76.96809325929227,0.5031969134199487,90,0.08479854833592543,82.1715527903885,0.4548781477142866,68
hybrid_150_diverse_100,158,0.08155269269443463,0.15209532917896573,80.20570898427525,54.37026039221387,0.9810126582278481,0.9367088607594937,0.879746835443038,0.8721694753851359,0,0.08128026812930048,77.50598079508191,0.5177690878109618,90,0.08223843342421291,84.26293555518373,0.44768878183444155,68
spatial_thin_250_cap150,158,0.08649014944602117,0.1665017577631461,68.36282107893717,43.42525922815332,0.9620253164556962,0.9113924050632911,0.8354430379746836,0.873857246681909,0,0.08840323286203272,63.852067266741386,0.5129986396657482,90,0.08201504684585342,75.23258783595585,0.464451330799669,68
spatial_thin_250_cap100,158,0.08880332902616977,0.1943207760591623,68.17212099298955,43.33679616204105,0.9620253164556962,0.9113924050632911,0.8354430379746836,0.8716188811476444,0,0.09161330670575232,64.50774542180538,0.5056710881820008,90,0.08349657928109254,78.46476601014939,0.47336116693387276,68
hybrid_300_diverse_100,158,0.09384421823689737,0.20991842082582682,57.03459686725974,34.81007465974332,0.9556962025316456,0.8734177215189873,0.8037974683544303,0.8675978918747844,0,0.09580684401716388,54.07592776796113,0.5072736749317799,90,0.0922379220671597,65.6223242104099,0.4714711911301517,68
spatial_thin_300_cap150,158,0.09474449089009687,0.19148864746947994,56.624800404876325,36.62071836069795,0.9556962025316456,0.879746835443038,0.8037974683544303,0.8668976321217757,0,0.09585806146294609,54.12628785429946,0.49943355317053595,90,0.09278023545837447,65.57916869819826,0.4629844348369344,68
hybrid_300_diverse_150,158,0.09474449089009687,0.19148864746947994,56.624800404876325,36.62071836069795,0.9556962025316456,0.879746835443038,0.8037974683544303,0.8668976321217757,0,0.09585806146294609,54.12628785429946,0.49943355317053595,90,0.09278023545837447,65.57916869819826,0.4629844348369344,68
random_60,158,0.09526791764841619,0.16793214980625107,40.783786921493515,27.449909113143278,0.9177215189873418,0.8417721518987342,0.7088607594936709,0.9082836172977977,0,0.09143716581060637,40.02467639629468,0.5085299383446993,90,0.10723840733278706,44.00899685245251,0.4757778366279787,68
feature_diverse_60,158,0.09762997633002152,0.149576268071423,43.67382517960196,32.82086094164215,0.9493670886075949,0.8987341772151899,0.7974683544303798,0.8595951392227029,0,0.09690274374133892,39.49165814797201,0.516359925436398,90,0.10044169024227112,45.733881724297134,0.39524184084769937,68
spatial_thin_300_cap100,158,0.09785387989887856,0.19458716382780342,57.17118305802962,36.64918508694469,0.9556962025316456,0.8670886075949367,0.7911392405063291,0.8694109073352794,0,0.09785387989887856,54.181354859889026,0.5112857204761512,90,0.09724976962976126,65.12485116069621,0.45920033067835075,68
fscs_60,158,0.09863767079604435,0.19370665129877018,43.21346299149869,28.835578786169357,0.9367088607594937,0.8607594936708861,0.7278481012658228,0.9030538531040253,0,0.09712517376603128,39.49822483957796,0.5298571397238825,90,0.10073732026005972,44.91708535234657,0.4537167461906912,68
spatial_thin_250_cap60,158,0.10213291320076845,0.20748696927423288,58.61052545954479,42.903210202619974,0.9620253164556962,0.9177215189873418,0.8481012658227848,0.8821996239707228,0,0.10012052799154503,58.207424203690465,0.5115726178666149,90,0.10672748848506505,58.921510180789554,0.45843334456409224,68
