PLOTID,parent_id,longitude,latitude,group,ghm_aa
a147-05697141180198_-32-93196054184592,,147.0569714118007,-32.93196054182827,stable_natural,0.3624548614025116
a1-96216143369881_36-56555601787826,,1.962161433699704,36.56555601785915,stable_artificial,0.6510867476463318
a75-74624069965725_29-13278932066345,,75.74624069965756,29.13278932065021,stable_artificial,0.9903616905212402
a57-28250072406455_65-1339695071075,,57.28250072406591,65.13396950707323,stable_natural,0.2894083261489868
a104-19481041907092_30-71771433438294,,104.19481041907164,30.71771433437172,artificial_reversion,0.9522485136985779
a-49-94073331755087_-17-74742273450178,,-49.94073331755112,-17.747422734490957,stable_natural,0.3578167259693146
a-9-69217345678752_29-88179365128062,,-9.692173456785191,29.88179365126505,stable_natural,0.46514180302619934
a41-02589411314377_-1-9027576997076,,41.02589411314445,-1.902757699708224,stable_natural,0.0011996926041319966
a90-01708123687638_22-5488585220224,,90.01708123687604,22.54885852201252,stable_natural,
a72-67311295410269_21-18860613106223,,72.67311295410288,21.18860613105252,stable_artificial,0.5167160034179688
a-15-79415986813857_11-93414075074968,,-15.794159868138664,11.934140750747794,stable_natural,0.3325784206390381
a-72-61841925816354_-38-74204788079129,,-72.61841925816304,-38.74204788077503,stable_artificial,0.9904579520225525
a75-51052522929429_13-60730707782965,,75.51052522929497,13.607307077823329,stable_natural,0.7583532333374023
a68-6986673774039_25-57275588134317,,68.69866737740318,25.57275588133137,stable_natural,0.9038255214691162
a79-8515347844171_18-71727959622539,,79.85153478441762,18.717279596219647,stable_natural,0.11793097853660583
a116-60407927475796_39-95156537936788,,116.60407927475951,39.951565379350725,artificial_reversion,0.9675902128219604
a10-3234804388343_60-15895710685786,,10.323480438847287,60.15895710681921,stable_artificial,0.7370457053184509
a21-94610355418541_-7-42637499047601,,21.946103554182088,-7.426374990474292,artificial_reversion,0.7353760600090027
a112-4647978312094_25-82681645042455,,112.46479783121086,25.82681645041465,stable_natural,0.3384385108947754
a-11-0113028311791_19-95596276321141,,-11.01130283117534,19.955962763200425,stable_natural,0.002821308560669422
a59-99295600631994_37-70448700464445,,59.9929560063229,37.7044870046299,stable_natural,0.006857382133603096
a10-32780332082732_51-35608327074889,,10.327803320834896,51.35608327071995,stable_natural,0.464726060628891
a112-65786427250389_26-92651544113225,,112.65786427250384,26.92651544111824,artificial_reversion,0.941159725189209
a140-40170564061614_-37-31319662520643,,140.40170564061393,-37.31319662519499,stable_natural,0.07205239683389664
a31-67159699373333_30-71765522728348,,31.67159699372931,30.71765522726969,stable_natural,0.9893277287483215
a87-45883888303946_43-64606002725932,,87.45883888303834,43.64606002724442,artificial_reversion,0.9397260546684265
a-35-25396175843946_-5-93113334919752,,-35.253961758441534,-5.931133349191491,stable_natural,0.4578375518321991
a9-05908374223747_36-59191178379702,,9.059083742237506,36.5919117837865,stable_artificial,0.7515689134597778
a147-68924420894723_-33-17241958945219,,147.68924420894717,-33.172419589437546,stable_natural,0.3781234323978424
a109-99832316474657_40-73871405442111,,109.9983231647458,40.73871405440822,stable_natural,0.5137327909469604
a106-64028707612997_21-38870025760428,,106.64028707612968,21.388700257595588,stable_artificial,0.711159348487854
a44-98172467235352_34-67952135658458,,44.981724672356094,34.67952135656705,stable_artificial,0.5777842998504639
a28-34197136140881_59-19932380369206,,28.341971361418445,59.19932380365057,stable_natural,0.42812857031822205
a12-28649903535205_61-31977840738114,,12.286499035345232,61.319778407344856,stable_artificial,0.26150161027908325
a43-13837182044031_56-9263665650893,,43.13837182044748,56.92636656505809,stable_natural,0.2541959285736084
a-48-55213114627097_-21-56663469751157,,-48.55213114627151,-21.566634697502288,stable_artificial,0.2459152489900589
a21-48448505608636_60-95614595884945,,21.48448505609803,60.95614595880831,stable_natural,0.9273342490196228
a116-72028987488714_39-10940486495293,,116.7202898748892,39.109404864934646,stable_artificial,0.9820870757102966
