strategy,n_parents,median_ci_width,p90_ci_width,median_neff_min,p25_neff_min,min_neff10_coverage,min_neff20_coverage,min_neff30_coverage,pooled_auc,x_obs_fallback_parents,median_ci_width__built_loss,median_neff_min__built_loss,median_dor__built_loss,n_parents__built_loss,median_ci_width__crop_loss,median_neff_min__crop_loss,median_dor__crop_loss,n_parents__crop_loss
random_200,158,0.05328044586194916,0.10003787558117488,32.70799597656418,17.43826778759881,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.9102017100831705,0,0.051237465753086686,30.667659362860284,0.5214722313810917,90,0.05603487389582937,36.32947401298864,0.46934956693059376,68
fscs_200,158,0.05328044586194916,0.10003787558117488,32.70799597656418,17.43826778759881,0.8481012658227848,0.7025316455696202,0.5759493670886076,0.9102017100831705,0,0.051237465753086686,30.667659362860284,0.5214722313810917,90,0.05603487389582937,36.32947401298864,0.46934956693059376,68
fscs_150,158,0.06025198474819493,0.11058196866060857,31.429469902965533,17.26471342146837,0.8481012658227848,0.6962025316455697,0.5632911392405063,0.9097579414954179,0,0.058626236806845144,29.687028974491355,0.5152495236200245,90,0.06213654460327134,34.134234433247556,0.4674518534610981,68
random_150,158,0.061873976986497714,0.11537713593676933,30.827665757416412,16.58157096871836,0.8417721518987342,0.689873417721519,0.5379746835443038,0.9095380648144585,0,0.060960922608745916,29.261050859230156,0.5193465254213239,90,0.06435404416125104,34.223213094387084,0.4716008709353251,68
feature_diverse_150,158,0.06422541860128578,0.10674093988754697,33.22827502274952,18.979535184964092,0.8607594936708861,0.7215189873417721,0.569620253164557,0.9003596312541235,0,0.060006732691756326,29.94894186480317,0.5252686058547299,90,0.06735786055312187,41.11558460667,0.4587186655030243,68
spatial_thin_100_cap150,158,0.06725728788670413,0.14698609874139634,37.60743555783766,20.8280113701631,0.9113924050632911,0.7784810126582279,0.6392405063291139,0.8937517280774202,0,0.06669690765188876,33.92486461549285,0.5051212867520996,90,0.07116481040649553,41.57568128993031,0.4572607534706994,68
spatial_thin_150_cap150,158,0.07273771577221572,0.1640459210500058,39.7904785978388,22.924662566993806,0.9367088607594937,0.7974683544303798,0.6518987341772152,0.884846876951249,0,0.07025408281449622,36.57789575407909,0.4956779676795293,90,0.0747661875956942,45.29007337840167,0.4675476920184283,68
fscs_100,158,0.07424648963478697,0.1440621548218429,29.317505774533927,15.88763811246735,0.8481012658227848,0.6962025316455697,0.4810126582278481,0.9086724323025156,0,0.07181453970216439,26.71197155914983,0.511290135045423,90,0.07602785272575122,33.188926177515135,0.45627230493342125,68
feature_diverse_100,158,0.07499844894552246,0.11456375748086335,31.625022041018603,19.257174057874316,0.8734177215189873,0.7278481012658228,0.569620253164557,0.8825533247876943,0,0.07234222188823597,28.72961861589866,0.523163311271613,90,0.07694844917619988,37.35569228516073,0.43278968564066206,68
hybrid_150_diverse_150,158,0.07514743078718886,0.14201348048676873,40.15366185325065,22.469962574391772,0.9367088607594937,0.8037974683544303,0.6645569620253164,0.8829381639886945,0,0.0724432526739826,36.17421167886968,0.4940993940100117,90,0.07782462449576738,45.13767055029972,0.4674282333300728,68
random_100,158,0.07654210881189534,0.1329065649690714,28.62492381601922,15.899444731528543,0.8354430379746836,0.6645569620253164,0.4620253164556962,0.910115009613844,0,0.07286380032820752,26.62793382827999,0.5184066198758264,90,0.07892131815500594,31.787334027177188,0.46055891128369586,68
spatial_thin_100_cap100,158,0.07914788811636833,0.16842338834728926,33.460888831128464,20.30362333120832,0.9177215189873418,0.7658227848101266,0.6075949367088608,0.8975729381685644,0,0.07562541829116937,31.402803822295372,0.507519582571136,90,0.08365341798692517,37.66596872249997,0.4525079448710727,68
spatial_thin_150_cap100,158,0.0796603496673361,0.16591600488668873,37.83735557462391,22.578492447393703,0.930379746835443,0.8037974683544303,0.6518987341772152,0.8893189018956285,0,0.07770397925496547,35.119896642883106,0.5031969134199487,90,0.08479854833592543,42.841471787784954,0.4548781477142866,68
hybrid_150_diverse_100,158,0.08155269269443463,0.15209532917896573,39.12133732943983,22.884609701002443,0.930379746835443,0.7974683544303798,0.6582278481012658,0.8721694753851359,0,0.08128026812930048,35.80007186702511,0.5177690878109618,90,0.08223843342421291,43.97811138186751,0.44768878183444155,68
spatial_thin_250_cap150,158,0.08649014944602117,0.1665017577631461,42.475339086167494,24.93331139263045,0.9430379746835443,0.8164556962025317,0.6708860759493671,0.873857246681909,0,0.08840323286203272,37.537662421465775,0.5129986396657482,90,0.08201504684585342,47.58339489219537,0.464451330799669,68
spatial_thin_250_cap100,158,0.08880332902616977,0.1943207760591623,42.22088488188568,25.117988113509647,0.9430379746835443,0.8227848101265823,0.6772151898734177,0.8716188811476444,0,0.09161330670575232,37.37324420749366,0.5056710881820008,90,0.08349657928109254,47.37535585967287,0.47336116693387276,68
hybrid_300_diverse_100,158,0.09384421823689737,0.20991842082582682,41.37406686158539,24.304588690704428,0.9430379746835443,0.8227848101265823,0.6772151898734177,0.8675978918747844,0,0.09580684401716388,37.8495477749199,0.5072736749317799,90,0.0922379220671597,47.1428016859268,0.4714711911301517,68
spatial_thin_300_cap150,158,0.09474449089009687,0.19148864746947994,41.880810615957856,24.597876377388467,0.9430379746835443,0.810126582278481,0.6772151898734177,0.8668976321217757,0,0.09585806146294609,38.08876415675137,0.49943355317053595,90,0.09278023545837447,46.9479742939787,0.4629844348369344,68
hybrid_300_diverse_150,158,0.09474449089009687,0.19148864746947994,41.880810615957856,24.597876377388467,0.9430379746835443,0.810126582278481,0.6772151898734177,0.8668976321217757,0,0.09585806146294609,38.08876415675137,0.49943355317053595,90,0.09278023545837447,46.9479742939787,0.4629844348369344,68
random_60,158,0.09526791764841619,0.16793214980625107,24.072169267136918,14.459976764975,0.8291139240506329,0.6392405063291139,0.31645569620253167,0.9082836172977977,0,0.09143716581060637,22.298269653614533,0.5085299383446993,90,0.10723840733278706,25.987616397888743,0.4757778366279787,68
feature_diverse_60,158,0.09762997633002152,0.149576268071423,26.24887356067554,16.86226335169545,0.8734177215189873,0.689873417721519,0.3987341772151899,0.8595951392227029,0,0.09690274374133892,23.581870418080825,0.516359925436398,90,0.10044169024227112,29.306196101262465,0.39524184084769937,68
spatial_thin_300_cap100,158,0.09785387989887856,0.19458716382780342,41.74432668627595,24.834336046954586,0.9430379746835443,0.8164556962025317,0.6582278481012658,0.8694109073352794,0,0.09785387989887856,37.61164657771542,0.5112857204761512,90,0.09724976962976126,47.020015184070694,0.45920033067835075,68
fscs_60,158,0.09863767079604435,0.19370665129877018,25.45267291475232,14.359393029200769,0.8417721518987342,0.6518987341772152,0.37341772151898733,0.9030538531040253,0,0.09712517376603128,23.02671307165938,0.5298571397238825,90,0.10073732026005972,26.965878714400883,0.4537167461906912,68
spatial_thin_250_cap60,158,0.10213291320076845,0.20748696927423288,37.82879170139324,25.069926614261384,0.9493670886075949,0.8227848101265823,0.6708860759493671,0.8821996239707228,0,0.10012052799154503,36.238382072725635,0.5115726178666149,90,0.10672748848506505,40.21318813317273,0.45843334456409224,68
spatial_thin_150_cap60,158,0.10326514213231278,0.19716416710386447,30.479055424095208,21.26181161801441,0.9367088607594937,0.7848101265822784,0.5189873417721519,0.8909446104343829,0,0.10383479575826221,29.001163658505106,0.49686560279906034,90,0.102622646463925,33.173990950043446,0.45856218669652804,68
spatial_thin_100_cap60,158,0.10503451219598227,0.19521457309060372,28.076944278277324,18.169407604728466,0.9177215189873418,0.6835443037974683,0.41139240506329117,0.8956435654008439,0,0.09995914264757116,26.991521262826666,0.5246888132000385,90,0.10960559895756958,29.734651854099667,0.4681761470034559,68
spatial_thin_300_cap60,158,0.10807435210194433,0.21681541809166546,40.98942353956238,24.287129670256956,0.9430379746835443,0.8227848101265823,0.6645569620253164,0.8730239964484181,0,0.10892149518369093,37.87518547529385,0.5075481740014214,90,0.10622501686689051,43.998299995568324,0.46010158043115623,68
random_40,158,0.11803901110139459,0.21567078427929728,20.00806736360539,13.784269633548423,0.7974683544303798,0.5,0.012658227848101266,0.9020190824787694,0,0.11422172251604382,18.42225328974147,0.5230271714092513,90,0.1260426881456138,21.412270368388842,0.4516490980324791,68
