strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
random_40,00000000000000000085,built_loss,test_site,40,40,28.41868697421688,13.382792937580009,13.382792937580009,0.40284257405022644,0.33660013163453917,0.457790508343739,0.12119037670919985
random_40,00000000000000000114,built_loss,test_site,40,40,18.84131839487306,18.640849105148003,18.640849105148003,0.6939600983782368,0.6163691758808625,0.7285801123285423,0.11221093644767977
random_40,0000000000000000024c,built_loss,test_site,40,40,29.936851300395904,17.795483766859448,17.795483766859448,0.6919521336521536,0.6158120624933916,0.7490531165317358,0.1332410540383442
random_40,00000000000000000375,built_loss,test_site,40,40,24.40637213534405,20.929226696854936,20.929226696854936,0.6522287370285438,0.5977140111567165,0.7185198553527584,0.1208058441960419
random_40,000000000000000004d2,built_loss,test_site,40,40,27.25917794866272,20.241539792078147,20.241539792078147,0.3998013533305736,0.2349862827132999,0.6834595665843648,0.4484732838710649
random_40,000000000000000005bd,built_loss,test_site,40,40,26.134723626536648,4.679409804221451,4.679409804221451,0.5264106645604892,0.4522738036368338,0.5947056926477742,0.1424318890109404
random_40,00000000000000000281,crop_loss,test_site,40,40,27.395218875831787,25.973712316219896,25.973712316219896,0.47468839331498613,0.441695100925801,0.5225567693309924,0.08086166840519138
random_40,000000000000000003a2,crop_loss,test_site,40,40,20.28952278281042,28.539496826280377,20.28952278281042,0.40320184418060645,0.3124397517264845,0.474193364039435,0.1617536123129505
random_40,00000000000000000001,built_loss,test_site,40,40,32.00116203408949,18.297922152530123,18.297922152530123,0.44759834754765676,0.3817997043131612,0.48874421086334063,0.10694450655017945
random_40,00000000000000000049,built_loss,test_site,40,40,29.51052168557217,3.6337319546485713,3.6337319546485713,0.4875429740648783,0.44047623112657075,0.5310690527292632,0.09059282160269244
random_40,0000000000000000004a,built_loss,test_site,40,40,30.64045166301037,9.886116306370935,9.886116306370935,0.45461349457163647,0.4264249073218565,0.4854881881943992,0.0590632808725427
